--- Terminal on /dev/ttyACM2 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
27379,2.5691,34.6,28.95
28100,2.9522,34.6,28.95
28821,2.7945,34.6,28.96
29542,2.8395,34.6,28.96
30263,2.9522,35.6,28.95
30984,3.3804,35.6,28.96
31705,3.4931,35.6,28.96
32426,3.8311,35.6,28.96
33147,2.5240,34.6,28.96
33868,2.5691,35.6,28.96
34589,1.9381,35.6,28.96
35310,3.0874,35.6,28.97
36031,2.3663,35.6,28.97
36752,2.7494,35.6,28.97
37473,3.2227,35.6,28.97
38194,2.1409,35.6,28.97
38915,2.9072,35.6,28.98
39636,3.1776,35.6,28.97
40357,2.6142,34.6,28.97
41078,2.3212,34.6,28.97
41799,3.4931,35.6,28.97
42520,3.4029,35.6,28.98
43241,2.2311,35.6,28.98
43962,1.8705,35.6,28.97
44683,2.6818,35.6,28.97
45404,3.2903,35.6,28.98
46125,3.0649,35.6,28.98
46846,2.3888,35.6,28.97
47567,2.3888,35.6,28.98
48288,3.5156,35.6,28.98
49009,2.9072,35.6,28.98
49730,1.9381,35.6,28.98
50451,3.0874,35.6,28.98
51172,2.2536,36.6,28.98
51893,2.6367,36.6,28.98
52614,3.0198,36.6,28.98
53335,3.5832,36.6,28.99
54056,2.4114,36.6,28.99
54777,2.1860,36.6,28.98
55498,2.4114,36.6,28.99
56219,3.3353,36.6,28.98
56940,3.4480,36.6,28.99
57661,2.2311,36.6,28.99
58382,2.8846,36.6,28.99
59103,2.4790,37.6,28.99
59824,2.5466,36.6,28.99
60545,2.5466,36.6,28.99
61266,2.1860,36.6,28.99
61987,2.5916,36.6,28.99
62708,3.1776,35.6,29.00
63429,2.7043,36.6,28.99
64150,2.3437,36.6,28.99
64871,2.9072,36.6,28.99
65592,2.4339,36.6,29.00
66313,2.3663,36.6,29.00
67034,2.5240,35.6,28.99
67755,2.1409,36.6,29.00
68476,2.6593,36.6,29.00
69197,2.6593,37.6,29.00
69918,2.6593,37.6,29.00
70639,2.7945,37.6,29.00
71360,2.5916,37.6,29.00
72081,2.9973,37.6,29.00
72802,3.6959,36.6,29.00
73523,3.4255,36.6,29.01
74244,2.1184,36.6,29.00
74965,2.5015,36.6,29.00
# [n=100] mean=2.6633 m  sigma=0.4778 m  die=36.6 C  CalVal=11
75687,3.1776,36.6,29.01
