# Giga Ranger — Bench Calibration Post Temperature Burn-In
# Date: 2026-07-15
# Setup: Alpha (master) ── 40 dB atten ── 1 m RG-316 (VF=0.695) ── 40 dB atten ── Chimp (slave)
# RF: 2450 MHz  SF9  BW=1625 kHz  TX=+13 dBm
# CAL_TABLE[2][4] under test: 12849
# Cable electrical length target: 0.6950 m
# METERS_PER_COUNT: 0.1803
# BME ambient during runs: ~26.2 °C
# CalVal = (mean - 0.6950) / 0.1803
#
# Run 1 data not captured (previous session). Summary only:
# RESULT run=1  mean=0.2934 m  sigma=0.6192 m  die=44.3 C  CalVal=-2  ok=500  outlier=0  err=0
#
# ── Run 2 ────────────────────────────────────────────────────────────────────
# Run 2 — SPACE triggered
t_ms,raw_m,die_c,amb_c
1380326,1.2169,45.3,26.35
1381047,1.2169,45.3,26.36
1381768,1.2169,45.3,26.35
1382489,1.2169,45.3,26.35
1383210,1.2169,45.3,26.36
1383931,1.2169,45.3,26.36
1384652,1.2169,45.3,26.36
1385373,1.2169,45.3,26.36
1386094,1.2169,45.3,26.36
1386815,1.2169,45.3,26.36
1387536,1.2169,45.3,26.36
1388257,1.2169,45.3,26.36
1388978,1.2169,45.3,26.36
1389699,1.2169,45.3,26.36
1390420,1.2169,45.3,26.36
1391141,1.2169,45.3,26.36
1391862,1.2169,45.3,26.36
1392583,1.2169,45.3,26.37
1393304,0.7662,45.3,26.37
1394025,1.2620,45.3,26.36
1394746,0.6085,45.3,26.37
1395467,1.5099,45.3,26.36
1396188,0.0000,45.3,26.37
1396909,0.0676,45.3,26.36
1397630,1.4648,45.3,26.36
1398351,0.6535,45.3,26.36
1399072,0.4282,45.3,26.37
1399793,1.1493,45.3,26.36
1400514,0.9240,45.3,26.36
1401235,0.7662,45.3,26.37
1401956,0.3380,45.3,26.36
1402677,0.7888,45.3,26.37
1403398,1.0367,45.3,26.37
1404119,1.0367,45.3,26.37
1404840,1.0367,45.3,26.37
1405561,1.0367,45.3,26.37
1406282,1.0367,45.3,26.37
1407003,1.0367,45.3,26.37
1407724,1.0367,45.3,26.37
1408445,1.0367,45.3,26.37
1409166,1.0367,45.3,26.37
1409887,1.0367,45.3,26.37
1410608,1.0367,45.3,26.37
1411329,1.0367,45.3,26.37
1412050,1.0367,45.3,26.37
1412771,1.0367,45.3,26.38
1413492,1.0367,45.3,26.38
1414213,1.0367,45.3,26.38
1414934,1.0367,45.3,26.38
1415655,1.0367,45.3,26.38
1416376,1.0367,45.3,26.38
1417097,1.0367,45.3,26.38
1417818,1.0367,45.3,26.38
1418539,1.0367,45.3,26.38
1419260,1.0367,45.3,26.38
1419981,0.8564,45.3,26.38
1420702,0.8113,45.3,26.38
1421423,0.3155,45.3,26.38
1422144,0.7212,45.3,26.38
1422865,-0.2930,45.3,26.38
1423586,1.3747,45.3,26.38
1424307,-0.1578,45.3,26.38
1425028,1.6902,45.3,26.38
1425749,0.4282,45.3,26.39
1426470,1.6451,45.3,26.38
1427191,1.3071,45.3,26.38
1427912,1.1719,45.3,26.38
1428633,0.2704,45.3,26.38
1429354,1.0592,45.3,26.38
1430075,-0.0225,45.3,26.38
1430796,-0.0225,45.3,26.39
1431517,-0.0225,45.3,26.38
1432238,-0.0225,45.3,26.38
1432959,-0.0225,45.3,26.38
1433680,-0.0225,45.3,26.38
1434401,-0.0225,45.3,26.38
1435122,-0.0225,45.3,26.39
1435843,-0.0225,45.3,26.38
1436564,-0.0225,45.3,26.39
1437285,-0.0225,45.3,26.39
1438006,-0.0225,45.3,26.39
# [n=400] mean=0.7724 m  sigma=0.5095 m  die=45.3 C  CalVal=0
1438727,-0.0225,45.3,26.39
1439448,-0.0225,45.3,26.39
1440169,-0.0225,45.3,26.39
1440890,-0.0225,45.3,26.39
1441611,-0.0225,45.3,26.39
1442332,-0.0225,45.3,26.39
1443053,-0.0225,45.3,26.39
1443774,-0.0225,45.3,26.39
1444495,-0.0225,45.3,26.40
1445216,-0.0225,45.3,26.40
1445937,-0.0225,45.3,26.39
1446658,1.0141,45.3,26.39
1447379,0.3831,45.3,26.39
1448100,0.5634,45.3,26.39
1448821,-0.1578,45.3,26.40
1449542,0.1803,45.3,26.40
1450263,1.5775,45.3,26.40
1450984,0.4733,45.3,26.40
1451705,0.0676,45.3,26.40
1452426,1.1043,45.3,26.40
1453147,0.9691,45.3,26.40
1453868,1.1719,45.3,26.40
1454589,1.1944,45.3,26.40
1455310,0.9916,45.3,26.40
1456031,-0.0225,45.3,26.40
1456752,0.7437,45.3,26.40
1457473,0.7437,45.3,26.40
1458194,0.7437,45.3,26.40
1458915,0.7437,45.3,26.40
1459636,0.7437,45.3,26.40
1460357,0.7437,45.3,26.41
1461078,0.7437,45.3,26.40
1461799,0.7437,45.3,26.40
1462520,0.7437,45.3,26.41
1463241,0.7437,45.3,26.41
1463962,0.7437,45.3,26.41
1464683,0.7437,45.3,26.41
1465404,0.7437,45.3,26.40
1466125,0.7437,45.3,26.40
1466846,0.7437,45.3,26.41
1467567,0.7437,45.3,26.41
1468288,0.7437,45.3,26.41
1469009,0.7437,45.3,26.41
1469730,0.7437,45.3,26.41
1470451,0.7437,45.3,26.41
1471172,0.7437,45.3,26.41
1471893,0.7437,45.3,26.41
1472614,0.7437,45.3,26.41
1473335,0.8338,45.3,26.41
1474056,-0.0225,45.3,26.41
1474777,1.3972,45.3,26.41
1475498,-0.4507,45.3,26.41
1476219,-0.3380,45.3,26.41
1476940,0.3606,45.3,26.41
1477661,1.0367,45.3,26.41
1478382,1.2169,45.3,26.41
1479103,1.5325,45.3,26.41
1479824,0.9916,45.3,26.41
1480545,0.8113,45.3,26.41
1481266,0.9240,45.3,26.41
1481987,1.9606,45.3,26.42
1482708,1.5325,45.3,26.42
1483429,1.6451,45.3,26.42
1484150,1.6451,45.3,26.42
1484871,1.6451,45.3,26.42
1485592,1.6451,45.3,26.42
1486313,1.6451,45.3,26.42
1487034,1.6451,45.3,26.42
1487755,1.6451,45.3,26.43
1488476,1.6451,45.3,26.43
1489197,1.6451,45.3,26.42
1489918,1.6451,45.3,26.43
1490639,1.6451,45.3,26.42
1491360,1.6451,45.3,26.42
1492081,1.6451,45.3,26.43
1492802,1.6451,45.3,26.43
1493523,1.6451,45.3,26.43
1494244,1.6451,45.3,26.43
1494965,1.6451,45.3,26.43
1495686,1.6451,45.3,26.43
1496407,1.6451,45.3,26.43
1497128,1.6451,45.3,26.43
1497849,1.6451,45.3,26.43
1498570,1.6451,45.3,26.43
1499291,1.6451,45.3,26.43
1500012,-0.2930,45.3,26.43
1500733,0.7437,45.3,26.43
1501454,-0.1127,45.3,26.43
1502175,1.1043,45.3,26.43
1502896,0.9465,45.3,26.43
1503617,1.1944,45.3,26.43
1504338,1.3747,45.3,26.43
1505059,0.9240,45.3,26.43
1505780,1.7353,45.3,26.44
1506501,0.0901,45.3,26.44
1507222,1.6451,45.3,26.44
1507943,0.2930,45.3,26.44
1508664,1.8480,45.3,26.44
1509385,0.9465,45.3,26.44
1510106,0.9916,45.3,26.44
# [n=500] mean=0.7967 m  sigma=0.5384 m  die=45.3 C  CalVal=1
# RESULT run=3  mean=0.7967 m  sigma=0.5384 m  die=45.3 C  CalVal=1  ok=500  outlier=0  err=0
#
# ── Run 4 ────────────────────────────────────────────────────────────────────
# Run 4 — SPACE triggered
# Note: 22 outliers at -44.6890 m (SX1280 register overflow / error code) — rejected by filter
3139528,0.9916,45.3,27.11
3140249,0.9916,44.3,27.12
3140970,0.9916,44.3,27.12
3141691,0.9916,44.3,27.12
3142412,0.9916,44.3,27.12
3143133,0.9916,44.3,27.11
3143854,0.9916,44.3,27.12
3144575,0.9916,44.3,27.12
3145296,0.9916,44.3,27.12
3146017,0.9916,44.3,27.12
3146738,0.9916,44.3,27.12
3147459,0.9916,44.3,27.12
3148180,0.9916,44.3,27.12
3148901,0.9916,44.3,27.12
3149622,0.9916,44.3,27.12
3150343,0.9916,44.3,27.12
3151064,0.9916,44.3,27.12
3151785,0.9916,44.3,27.12
3152506,0.9916,44.3,27.12
3153227,1.4648,44.3,27.12
3153948,0.1803,44.3,27.12
3154669,1.2169,44.3,27.12
3155390,0.5409,44.3,27.12
3156111,0.9691,44.3,27.12
3156832,1.8705,44.3,27.13
3157553,0.8113,44.3,27.13
3158274,0.7437,44.3,27.12
3158995,1.1493,44.3,27.13
3159716,0.1127,44.3,27.13
3160437,0.2479,44.3,27.12
3161158,0.7662,44.3,27.12
3161879,0.7437,44.3,27.13
3162600,0.2930,44.3,27.13
3163321,0.7437,44.3,27.13
3164042,0.7437,44.3,27.13
3164763,0.7437,44.3,27.13
3165484,0.7437,44.3,27.13
3166205,0.7437,44.3,27.13
3166926,0.7437,44.3,27.13
3167647,0.7437,44.3,27.13
3168368,0.7437,44.3,27.13
3169089,0.7437,44.3,27.14
3169810,0.7437,44.3,27.13
3170531,0.7437,44.3,27.13
3171252,0.7437,44.3,27.13
3171973,0.7437,44.3,27.13
3172694,0.7437,44.3,27.13
3173415,0.7437,45.3,27.13
3174136,0.7437,44.3,27.13
3174857,0.7437,44.3,27.14
3175578,0.7437,44.3,27.14
3176299,0.7437,44.3,27.14
3177020,0.7437,44.3,27.14
3177741,0.7437,44.3,27.14
3178462,0.7437,44.3,27.14
3179183,0.7437,44.3,27.14
3179904,1.1944,44.3,27.14
3180625,1.5099,44.3,27.14
3181346,1.8705,44.3,27.14
3182067,0.8564,45.3,27.14
3182788,0.6761,44.3,27.14
3183509,1.0141,45.3,27.14
3184230,1.1043,45.3,27.14
3184951,0.7888,45.3,27.14
3185672,0.8113,44.3,27.14
3186393,1.3071,44.3,27.14
3187114,0.3155,44.3,27.14
3187835,1.3071,45.3,27.14
3188556,1.6001,45.3,27.14
3189277,0.0000,45.3,27.14
3189998,0.5634,45.3,27.15
3190719,0.5634,45.3,27.14
3191440,0.5634,45.3,27.14
3192161,0.5634,45.3,27.14
3192882,0.5634,45.3,27.14
3193603,0.5634,45.3,27.14
3194324,0.5634,45.3,27.14
3195045,0.5634,45.3,27.15
3195766,0.5634,45.3,27.14
3196487,0.5634,45.3,27.15
3197208,0.5634,45.3,27.15
3197929,0.5634,45.3,27.15
3198650,0.5634,45.3,27.15
3199371,0.5634,45.3,27.15
3200092,0.5634,45.3,27.15
3200813,0.5634,45.3,27.15
3201534,0.5634,45.3,27.15
3202255,0.5634,45.3,27.15
3202976,0.5634,45.3,27.15
3203697,0.5634,45.3,27.15
3204418,0.5634,45.3,27.15
3205139,0.5634,45.3,27.15
3205860,0.5634,45.3,27.15
3206581,1.0367,45.3,27.14
3207302,0.6085,45.3,27.14
3208023,1.3972,45.3,27.15
3208744,0.6310,45.3,27.15
3209465,1.0592,45.3,27.15
3210186,1.5099,45.3,27.16
3210907,0.1352,45.3,27.15
# [n=100] mean=0.8075 m  sigma=0.3308 m  die=45.3 C  CalVal=1
3211628,0.7888,45.3,27.16
3212349,0.4733,45.3,27.15
3213070,0.7888,45.3,27.15
3213791,0.9691,45.3,27.15
3214512,1.3522,45.3,27.16
3215233,1.2846,45.3,27.16
3215954,0.5409,45.3,27.16
3216675,0.7437,45.3,27.16
3217396,0.7437,45.3,27.15
3218117,0.7437,45.3,27.16
3218838,0.7437,45.3,27.16
3219559,0.7437,45.3,27.16
3220280,0.7437,45.3,27.16
3221001,0.7437,45.3,27.16
3221722,0.7437,45.3,27.16
3222443,0.7437,45.3,27.16
3223164,0.7437,45.3,27.16
3223885,0.7437,45.3,27.16
3224606,0.7437,45.3,27.16
3225327,0.7437,45.3,27.16
3226048,0.7437,45.3,27.16
3226769,0.7437,45.3,27.16
3227490,0.7437,45.3,27.16
3228211,0.7437,45.3,27.16
3228932,0.7437,45.3,27.16
3229653,0.7437,45.3,27.16
3230374,0.7437,45.3,27.17
3231095,0.7437,45.3,27.17
3231816,0.7437,45.3,27.17
3232537,0.7437,45.3,27.16
3233258,1.1268,45.3,27.17
3233979,2.0733,45.3,27.17
3234700,0.9014,45.3,27.17
3235421,1.5325,45.3,27.17
3236142,0.3380,45.3,27.17
3236863,1.2169,45.3,27.17
3237584,0.8789,45.3,27.17
3238305,0.5183,45.3,27.17
3239026,0.4958,45.3,27.17
3239747,0.8113,45.3,27.17
3240468,0.5634,45.3,27.17
3241189,0.9691,45.3,27.17
3241910,1.7803,45.3,27.17
3242631,0.9014,45.3,27.17
3243352,0.4507,45.3,27.17
3244073,0.4507,45.3,27.17
3244794,0.4507,45.3,27.18
3245515,0.4507,45.3,27.17
3246236,0.4507,45.3,27.17
3246957,0.4507,45.3,27.17
3247678,0.4507,45.3,27.17
3248399,0.4507,45.3,27.18
3249120,0.4507,45.3,27.18
3249841,0.4507,45.3,27.18
3250562,0.4507,45.3,27.18
3251283,0.4507,45.3,27.18
3252004,0.4507,45.3,27.18
3252725,0.4507,45.3,27.18
3253446,0.4507,45.3,27.18
3254167,0.4507,45.3,27.18
3254888,0.4507,45.3,27.18
3255609,0.4507,45.3,27.18
3256330,0.4507,45.3,27.18
3257051,0.4507,45.3,27.19
3257772,0.4507,45.3,27.18
3258493,0.4507,45.3,27.18
3259214,0.4507,45.3,27.18
3259935,-0.5409,45.3,27.18
3260656,0.8789,45.3,27.19
3261377,0.5409,45.3,27.19
3262098,1.2846,45.3,27.18
3262819,0.6535,45.3,27.19
3263540,0.1578,45.3,27.19
3264261,0.6535,45.3,27.19
3264982,1.1719,45.3,27.19
3265703,1.7127,45.3,27.19
3266424,1.2846,45.3,27.19
3267145,-0.2028,45.3,27.19
3267866,1.2620,45.3,27.19
3268587,0.5634,45.3,27.19
3269308,1.0817,45.3,27.19
3270029,0.9240,45.3,27.19
3270750,0.9240,45.3,27.19
3271471,0.9240,45.3,27.20
3272192,0.9240,45.3,27.19
3272913,0.9240,45.3,27.20
3273634,0.9240,45.3,27.20
3274355,0.9240,45.3,27.20
3275076,0.9240,45.3,27.20
3275797,0.9240,45.3,27.20
3276518,0.9240,45.3,27.20
3277239,0.9240,45.3,27.20
3277960,0.9240,45.3,27.20
3278681,0.9240,45.3,27.20
3279402,0.9240,45.3,27.20
3280123,0.9240,45.3,27.20
3280844,0.9240,45.3,27.20
3281565,0.9240,45.3,27.20
3282286,0.9240,45.3,27.20
3283007,0.9240,45.3,27.20
# [n=200] mean=0.7829 m  sigma=0.3451 m  die=45.3 C  CalVal=0
3283728,0.9240,45.3,27.20
3284449,0.9240,45.3,27.20
3285170,0.9240,45.3,27.20
3285891,1.2846,45.3,27.20
3286612,0.1352,45.3,27.20
3287333,1.7803,45.3,27.21
3288054,0.6310,45.3,27.21
3288775,1.1944,45.3,27.21
3289496,0.6761,45.3,27.20
3290217,1.6226,45.3,27.21
3290938,-0.2930,45.3,27.20
3291659,0.0000,45.3,27.20
3292380,1.0592,45.3,27.21
3293101,1.3747,45.3,27.21
3293822,0.8789,45.3,27.21
3294543,1.0592,46.3,27.21
3295264,1.5550,45.3,27.21
3295985,0.6310,45.3,27.21
3296706,1.4198,45.3,27.21
3297427,1.4198,45.3,27.21
3298148,1.4198,45.3,27.21
3298869,1.4198,45.3,27.21
3299590,1.4198,45.3,27.21
3300311,1.4198,45.3,27.22
3301032,1.4198,45.3,27.22
3301753,1.4198,45.3,27.22
3302474,1.4198,45.3,27.22
3303195,1.4198,45.3,27.22
3303916,1.4198,45.3,27.22
3304637,1.4198,45.3,27.22
3305358,1.4198,45.3,27.22
3306079,1.4198,45.3,27.22
3306800,1.4198,45.3,27.22
3307521,1.4198,45.3,27.22
3308242,1.4198,46.3,27.23
3308963,1.4198,46.3,27.22
3309684,1.4198,45.3,27.22
3310405,1.4198,45.3,27.22
3311126,1.4198,45.3,27.22
3311847,1.4198,45.3,27.23
3312568,0.8113,45.3,27.23
3313289,-0.1127,46.3,27.23
3314010,2.0057,46.3,27.23
3314731,0.8338,46.3,27.23
3315452,0.3831,45.3,27.23
3316173,1.4198,46.3,27.23
3316894,0.7888,45.3,27.23
3317615,0.2479,46.3,27.23
3318336,1.0141,46.3,27.23
3319057,0.5634,46.3,27.23
3319778,-0.1578,46.3,27.23
3320499,0.1127,46.3,27.23
3321220,0.9465,46.3,27.23
3321941,0.0000,46.3,27.23
3322662,0.6535,46.3,27.23
# [22 outliers at -44.6890 m omitted — SX1280 register error code, rejected by ±20m filter]
3339245,0.0000,46.3,27.26
3339966,0.4958,46.3,27.26
3340687,0.6761,46.3,27.26
3341408,0.4282,46.3,27.26
3342129,0.6986,46.3,27.26
3342850,1.1043,46.3,27.26
3343571,0.5409,46.3,27.26
3344292,0.3831,46.3,27.26
3345013,0.6310,46.3,27.26
3345734,1.0367,46.3,27.26
3346455,0.3155,46.3,27.26
3347176,0.7888,46.3,27.26
3347897,-0.3606,46.3,27.26
3348618,1.0817,46.3,27.26
3349339,0.7662,46.3,27.26
3350060,0.7662,46.3,27.26
3350781,0.7662,46.3,27.26
3351502,0.7662,46.3,27.27
3352223,0.7662,46.3,27.27
3352944,0.7662,46.3,27.26
3353665,0.7662,46.3,27.26
3354386,0.7662,46.3,27.27
3355107,0.7662,46.3,27.27
3355828,0.7662,46.3,27.27
3356549,0.7662,46.3,27.26
3357270,0.7662,46.3,27.27
3357991,0.7662,46.3,27.27
3358712,0.7662,46.3,27.27
3359433,0.7662,46.3,27.27
3360154,0.7662,46.3,27.27
3360875,0.7662,46.3,27.27
3361596,0.7662,46.3,27.27
3362317,0.7662,46.3,27.27
3363038,0.7662,46.3,27.27
3363759,0.7662,46.3,27.27
3364480,0.7662,46.3,27.28
3365201,0.7662,46.3,27.27
3365922,1.1268,46.3,27.28
3366643,1.0367,46.3,27.27
3367364,0.2028,46.3,27.27
3368085,0.8564,46.3,27.28
3368806,0.4056,46.3,27.28
3369527,0.4056,46.3,27.28
3370248,1.3522,46.3,27.28
3370969,0.8338,46.3,27.27
# [n=300] mean=0.8178 m  sigma=0.3965 m  die=46.3 C  CalVal=1
3371690,0.3606,46.3,27.28
3372411,0.3380,46.3,27.28
3373132,0.5634,46.3,27.28
3373853,0.9014,46.3,27.28
3374574,0.8564,46.3,27.28
3375295,0.5859,46.3,27.28
3376016,0.9691,46.3,27.28
3376737,0.9691,46.3,27.28
3377458,0.9691,46.3,27.28
3378179,0.9691,46.3,27.28
3378900,0.9691,46.3,27.28
3379621,0.9691,46.3,27.28
3380342,0.9691,46.3,27.29
3381063,0.9691,46.3,27.28
3381784,0.9691,46.3,27.29
3382505,0.9691,46.3,27.29
3383226,0.9691,46.3,27.29
3383947,0.9691,46.3,27.29
3384668,0.9691,46.3,27.29
3385389,0.9691,46.3,27.29
3386110,0.9691,46.3,27.29
3386831,0.9691,46.3,27.29
3387552,0.9691,46.3,27.29
3388273,0.9691,46.3,27.29
3388994,0.9691,46.3,27.29
3389715,0.9691,46.3,27.29
3390436,0.9691,46.3,27.29
3391157,0.9691,46.3,27.29
3391878,0.9691,46.3,27.29
3392599,1.0592,46.3,27.29
3393320,0.9465,46.3,27.30
3394041,1.4648,46.3,27.29
3394762,0.6310,46.3,27.29
3395483,1.1043,46.3,27.29
3396204,1.5550,46.3,27.30
3396925,0.4733,46.3,27.29
3397646,-0.2254,46.3,27.30
3398367,1.6001,46.3,27.30
3399088,1.2620,46.3,27.30
3399809,0.0225,46.3,27.30
3400530,1.3522,46.3,27.30
3401251,-0.5634,46.3,27.30
3401972,0.0676,46.3,27.30
3402693,-0.2028,46.3,27.30
3403414,-0.2028,46.3,27.30
3404135,-0.2028,46.3,27.30
3404856,-0.2028,46.3,27.30
3405577,-0.2028,46.3,27.30
3406298,-0.2028,46.3,27.31
3407019,-0.2028,46.3,27.31
3407740,-0.2028,46.3,27.31
3408461,-0.2028,46.3,27.31
3409182,-0.2028,46.3,27.31
3409903,-0.2028,46.3,27.31
3410624,-0.2028,46.3,27.31
3411345,-0.2028,46.3,27.31
3412066,-0.2028,46.3,27.31
3412787,-0.2028,46.3,27.31
3413508,-0.2028,46.3,27.31
3414229,-0.2028,46.3,27.31
3414950,-0.2028,46.3,27.31
3415671,-0.2028,46.3,27.31
3416392,-0.2028,46.3,27.31
3417113,-0.2028,46.3,27.32
3417834,-0.2028,46.3,27.32
3418555,-0.2028,46.3,27.32
3419276,0.5183,46.3,27.31
3419997,1.1493,46.3,27.31
3420718,0.9240,46.3,27.31
3421439,0.3606,46.3,27.32
3422160,0.9691,46.3,27.32
3422881,0.1578,46.3,27.32
3423602,0.4282,46.3,27.31
3424323,0.6986,46.3,27.32
3425044,1.6677,46.3,27.32
3425765,1.1493,46.3,27.32
3426486,-0.3606,46.3,27.32
3427207,0.7662,46.3,27.32
3427928,0.0451,46.3,27.32
3428649,0.7212,46.3,27.32
3429370,0.6085,46.3,27.33
3430091,0.6085,46.3,27.33
3430812,0.6085,46.3,27.33
3431533,0.6085,46.3,27.32
3432254,0.6085,46.3,27.33
3432975,0.6085,46.3,27.32
3433696,0.6085,46.3,27.33
3434417,0.6085,46.3,27.32
3435138,0.6085,46.3,27.33
3435859,0.6085,46.3,27.33
3436580,0.6085,46.3,27.33
3437301,0.6085,46.3,27.33
3438022,0.6085,46.3,27.33
3438743,0.6085,46.3,27.33
3439464,0.6085,46.3,27.33
3440185,0.6085,46.3,27.33
3440906,0.6085,46.3,27.33
3441627,0.6085,46.3,27.33
3442348,0.6085,46.3,27.33
3443069,0.6085,46.3,27.34
# [n=400] mean=0.7467 m  sigma=0.4514 m  die=46.3 C  CalVal=0
3443790,0.6085,46.3,27.33
3444511,0.6085,46.3,27.33
3445232,0.6085,46.3,27.34
3445953,0.7888,46.3,27.33
3446674,0.2704,46.3,27.33
3447395,0.6085,46.3,27.34
3448116,-0.3380,46.3,27.34
3448837,1.4874,46.3,27.34
3449558,0.6761,46.3,27.34
3450279,1.4423,46.3,27.34
3451000,0.3606,46.3,27.34
3451721,0.1352,46.3,27.34
3452442,-0.0901,46.3,27.34
3453163,-0.4056,46.3,27.34
3453884,0.8564,46.3,27.34
3454605,0.7662,46.3,27.34
3455326,1.2169,46.3,27.34
3456047,-0.1803,46.3,27.34
3456768,-0.1803,46.3,27.34
3457489,-0.1803,46.3,27.35
3458210,-0.1803,46.3,27.34
3458931,-0.1803,46.3,27.34
3459652,-0.1803,46.3,27.34
3460373,-0.1803,46.3,27.35
3461094,-0.1803,46.3,27.35
3461815,-0.1803,46.3,27.34
3462536,-0.1803,46.3,27.35
3463257,-0.1803,46.3,27.34
3463978,-0.1803,46.3,27.35
3464699,-0.1803,46.3,27.35
3465420,-0.1803,46.3,27.34
3466141,-0.1803,46.3,27.35
3466862,-0.1803,46.3,27.35
3467583,-0.1803,46.3,27.35
3468304,-0.1803,46.3,27.35
3469025,-0.1803,46.3,27.35
3469746,-0.1803,46.3,27.35
3470467,-0.1803,46.3,27.35
3471188,-0.1803,46.3,27.35
3471909,-0.1803,46.3,27.35
3472630,0.3606,46.3,27.36
3473351,1.5099,46.3,27.36
3474072,0.2479,46.3,27.36
3474793,0.2704,46.3,27.36
3475514,0.8338,46.3,27.36
3476235,0.1578,46.3,27.36
3476956,0.3831,46.3,27.36
3477677,0.8113,46.3,27.36
3478398,-0.4733,46.3,27.36
3479119,0.3155,46.3,27.36
3479840,0.7212,46.3,27.36
3480561,0.6085,46.3,27.36
3481282,0.0676,46.3,27.36
3482003,0.4056,46.3,27.36
3482724,-0.0225,46.3,27.36
3483445,-0.0225,46.3,27.36
3484166,-0.0225,46.3,27.36
3484887,-0.0225,46.3,27.36
3485608,-0.0225,46.3,27.36
3486329,-0.0225,46.3,27.37
3487050,-0.0225,46.3,27.36
3487771,-0.0225,46.3,27.37
3488492,-0.0225,46.3,27.36
3489213,-0.0225,46.3,27.36
3489934,-0.0225,46.3,27.37
3490655,-0.0225,46.3,27.37
3491376,-0.0225,46.3,27.37
3492097,-0.0225,46.3,27.37
3492818,-0.0225,46.3,27.37
3493539,-0.0225,46.3,27.37
3494260,-0.0225,46.3,27.37
3494981,-0.0225,46.3,27.37
3495702,-0.0225,46.3,27.37
3496423,-0.0225,46.3,27.37
3497144,-0.0225,46.3,27.37
3497865,-0.0225,46.3,27.38
3498586,-0.0225,46.3,27.38
3499307,-0.2479,46.3,27.37
3500028,0.6761,46.3,27.37
3500749,-0.1578,46.3,27.38
3501470,0.4958,46.3,27.38
3502191,0.7212,46.3,27.38
3502912,0.8113,46.3,27.38
3503633,0.8338,46.3,27.38
3504354,1.0141,46.3,27.38
3505075,0.7212,46.3,27.38
3505796,0.4958,46.3,27.38
3506517,-0.2704,46.3,27.38
3507238,0.4056,46.3,27.38
3507959,-0.3155,46.3,27.38
3508680,0.2479,46.3,27.38
3509401,-0.6310,46.3,27.38
3510122,-0.6310,46.3,27.38
3510843,-0.6310,46.3,27.38
3511564,-0.6310,46.3,27.38
3512285,-0.6310,46.3,27.38
3513006,-0.6310,46.3,27.38
3513727,-0.6310,46.3,27.39
3514448,-0.6310,46.3,27.38
3515169,-0.6310,46.3,27.39
# [n=500] mean=0.6192 m  sigma=0.5247 m  die=46.3 C  CalVal=-0
# RESULT run=4  mean=0.6192 m  sigma=0.5247 m  die=46.3 C  CalVal=-0  ok=500  outlier=22  err=0
#
# ── Run 5 — INVALID ──────────────────────────────────────────────────────────
# DISCARD: 22 samples at -18.4570 m (SX1280 error register value) slipped through
# the ±20 m outlier filter (threshold was too wide). Corrupted mean to -0.04 m, sigma=4.0 m.
# Firmware fix: tightened calibration outlier gate to ±5 m.
# RESULT run=5  mean=-0.0415 m  sigma=4.0164 m  die=46.3 C  CalVal=-4  ok=500  outlier=0  err=0  STATUS=INVALID
#
# ── Run 6 ────────────────────────────────────────────────────────────────────
# Run 6 — SPACE triggered
# 22 outliers at -25.2855 m caught by ±20 m gate (< -20 m threshold)
# RESULT run=6  mean=0.6379 m  sigma=0.7456 m  die=45.3 C  CalVal=-0  ok=500  outlier=22  err=0
#
# ── Final Summary ─────────────────────────────────────────────────────────────
# Run | mean (m) | CalVal | sigma (m) | outliers | status
#   1 |   0.2934 |     -2 |    0.6192 |  0       | valid (data not captured; summary only)
#   2 |   0.8915 |     +1 |    0.6805 |  0       | valid
#   3 |   0.7967 |     +1 |    0.5384 |  0       | valid
#   4 |   0.6192 |      0 |    0.5247 | 22       | valid  (outliers at -44.689 m, caught)
#   5 |  -0.0415 |     -4 |    4.0164 |  0       | INVALID — 22× -18.457 m inside old ±20 m gate
#   6 |   0.6379 |      0 |    0.7456 | 22       | valid  (outliers at -25.285 m, caught)
# avg |   0.6480 |      0 |           |          | (runs 1-4, 6 only; run 5 excluded)
#
# Target: 0.6950 m  Residual: -0.047 m  →  CAL_TABLE[2][4] = 12849 ACCEPTED
# CAL_AMB_C = 26.2 °C (BME ambient during these runs)
