--- Terminal on /dev/ttyACM1 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
60462,36.3,28.80
60764,36.3,28.80
61066,36.3,28.80
61368,36.3,28.81
61670,35.3,28.81
61972,35.3,28.81
62274,36.3,28.81
62576,36.3,28.82
62878,36.3,28.82
63180,36.3,28.82
63482,36.3,28.82
63784,36.3,28.82
64086,36.3,28.83
64388,36.3,28.82
64690,36.3,28.83
64992,36.3,28.84
65294,36.3,28.83
65596,36.3,28.84
65898,36.3,28.84
66200,36.3,28.84
66502,36.3,28.84
66804,37.3,28.84
67106,36.3,28.84
67408,36.3,28.84
67710,36.3,28.84
68012,36.3,28.85
68314,36.3,28.85
68616,36.3,28.85
68918,36.3,28.85
69220,36.3,28.86
69522,36.3,28.85
69824,36.3,28.86
70126,36.3,28.86
70428,36.3,28.86
70730,36.3,28.87
71032,36.3,28.87
71334,37.3,28.87
71636,36.3,28.88
71938,36.3,28.88
72240,36.3,28.87
72542,36.3,28.88
72844,36.3,28.88
73146,36.3,28.87
73448,36.3,28.87
73750,36.3,28.88
74052,36.3,28.88
74354,36.3,28.88
74656,36.3,28.88
74958,36.3,28.88
75260,36.3,28.89
75562,36.3,28.89
75864,36.3,28.89
76166,36.3,28.89
76468,36.3,28.89
76770,36.3,28.90
77072,36.3,28.90
77374,36.3,28.89
77676,36.3,28.90
77978,36.3,28.90
78280,36.3,28.90
78582,36.3,28.91
78884,36.3,28.90
79186,36.3,28.91
79488,36.3,28.91
79790,36.3,28.91
80092,36.3,28.91
80394,36.3,28.91
80696,36.3,28.92
80998,37.3,28.91
81300,36.3,28.92
81602,36.3,28.92
81904,36.3,28.92
82206,36.3,28.92
82508,36.3,28.92
82810,36.3,28.93
83112,36.3,28.93
83414,36.3,28.93
83716,36.3,28.93
84018,36.3,28.93
84320,36.3,28.93
84622,36.3,28.93
84924,36.3,28.93
85226,36.3,28.93
85528,36.3,28.94
85830,36.3,28.94
86132,36.3,28.94
86434,36.3,28.94
86736,36.3,28.94
87038,36.3,28.94
87340,36.3,28.94
87642,36.3,28.94
87944,36.3,28.95
88246,37.3,28.95
88548,37.3,28.95
88850,37.3,28.95
89152,36.3,28.95
89454,36.3,28.95
89756,36.3,28.95
90058,36.3,28.96
90360,37.3,28.96
90662,37.3,28.96
90964,37.3,28.96
91266,37.3,28.96
91568,37.3,28.96
91870,37.3,28.96
92172,37.3,28.96
92474,36.3,28.97
92776,37.3,28.97
93078,37.3,28.97
93380,37.3,28.97
93682,37.3,28.97
93984,37.3,28.97
94286,36.3,28.97
94588,36.3,28.98
94890,36.3,28.98
95192,37.3,28.98
95494,36.3,28.98
95796,37.3,28.98
96098,37.3,28.98
96400,37.3,28.98
96702,37.3,28.99
97004,37.3,28.98
97306,37.3,28.98
97608,36.3,28.99
97910,37.3,28.99
98212,37.3,28.99
98514,37.3,28.99
98816,37.3,28.99
99118,37.3,28.99
99420,37.3,29.00
99722,37.3,29.00
100024,37.3,29.00
100326,37.3,29.00
100628,37.3,29.00
100930,37.3,29.00
101232,36.3,29.00
101534,37.3,29.00
101836,37.3,29.00
102138,37.3,29.01
102440,37.3,29.01
102742,37.3,29.01
103044,37.3,29.01
103346,37.3,29.01
103648,37.3,29.01
103950,37.3,29.01
104252,37.3,29.01
104554,37.3,29.01
104856,37.3,29.02
105158,37.3,29.02
105460,37.3,29.02
105762,37.3,29.02
106064,37.3,29.02
106366,37.3,29.03
106668,37.3,29.03
106970,37.3,29.03
107272,37.3,29.02
107574,37.3,29.02
107876,37.3,29.03
108178,37.3,29.03
108480,37.3,29.02
108782,37.3,29.03
109084,37.3,29.03
109386,37.3,29.03
109688,37.3,29.03
109990,37.3,29.04
110292,37.3,29.03
110594,37.3,29.04
110896,37.3,29.04
111198,37.3,29.04
111500,37.3,29.04
111802,37.3,29.04
112104,37.3,29.05
112406,37.3,29.05
112708,37.3,29.05
