time_utc,t_ms,die_c,amb_c,rssi_dbm,gain_step,snr_db,rssi_sync
2026-07-20T05:28:14.983+00:00,12639762,41.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:15.290+00:00,12640069,40.3,28.69,0.0,10,14.5,-35.5
2026-07-20T05:28:15.597+00:00,12640376,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:15.904+00:00,12640683,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:16.211+00:00,12640990,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:16.518+00:00,12641297,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:16.825+00:00,12641604,41.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:17.131+00:00,12641911,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:17.439+00:00,12642218,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:17.746+00:00,12642525,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:18.053+00:00,12642832,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:18.360+00:00,12643139,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:18.667+00:00,12643446,39.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:18.973+00:00,12643753,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:19.280+00:00,12644060,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:19.587+00:00,12644367,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:19.894+00:00,12644674,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:20.201+00:00,12644981,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:20.508+00:00,12645288,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:20.815+00:00,12645595,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:21.122+00:00,12645902,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:21.429+00:00,12646209,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:21.736+00:00,12646516,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:22.043+00:00,12646823,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:22.350+00:00,12647130,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:22.657+00:00,12647437,39.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:22.964+00:00,12647744,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:23.271+00:00,12648051,40.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:23.578+00:00,12648358,39.3,28.68,0.0,10,15.0,-35.5
2026-07-20T05:28:23.885+00:00,12648665,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:24.192+00:00,12648972,40.3,28.69,0.0,10,15.0,-35.5
2026-07-20T05:28:24.499+00:00,12649279,40.3,28.69,0.0,10,15.0,-35.5
