batch,t_ms,raw_m,die_c,amb_c,rssi_dbm,gain_step,snr_db,kept
1,130545,-4.3044,40.6,29.04,-62.5,10,0.0,1
1,131271,-4.2368,39.6,29.04,-60.0,10,0.0,1
1,131997,-5.2734,39.6,29.04,-62.5,10,0.0,1
1,132723,-5.2284,39.6,29.04,-60.0,10,0.0,1
1,133449,-3.6508,39.6,29.04,-62.0,10,0.0,1
1,134175,-3.6508,39.6,29.04,-62.0,10,0.0,1
1,134901,-3.9213,39.6,29.05,-62.5,10,0.0,1
1,135627,-4.7100,39.6,29.04,-60.0,10,0.0,1
1,136353,-3.4706,40.6,29.04,-62.5,10,0.0,1
1,137079,-5.1157,40.6,29.04,-60.0,10,0.0,1
1,137805,-5.3410,40.6,29.04,-62.0,10,0.0,1
1,138531,-5.0481,40.6,29.04,-60.0,10,0.0,1
1,139257,-3.3579,40.6,29.04,-67.5,10,0.0,1
1,139983,-4.8453,39.6,29.04,-60.0,10,0.0,1
1,140709,-5.4988,40.6,29.04,-60.0,10,0.0,1
1,141435,-4.8453,40.6,29.05,-60.0,10,0.0,1
1,142161,-4.8453,39.6,29.04,-60.0,10,0.0,1
1,142887,-3.6959,39.6,29.05,-60.0,10,0.0,1
1,143613,-5.2058,40.6,29.04,-60.0,10,0.0,1
1,144339,-5.5439,40.6,29.04,-60.0,10,0.0,1
1,145065,-4.8678,40.6,29.04,-60.0,10,0.0,1
1,145791,-4.0565,39.6,29.05,-60.0,10,0.0,1
1,146517,-4.8903,38.6,29.05,-60.0,10,0.0,1
1,147243,-4.7100,39.6,29.04,-60.0,10,0.0,1
1,147969,-4.6199,39.6,29.05,-62.0,10,0.0,1
1,148695,-4.9354,39.6,29.04,-60.0,10,0.0,1
1,149421,-4.6875,39.6,29.04,-60.0,10,0.0,1
1,150147,-4.6875,39.6,29.04,-60.0,10,0.0,1
1,150873,-3.8086,39.6,29.04,-60.0,10,0.0,1
1,151599,-3.0424,38.6,29.04,-62.5,10,0.0,1
1,152325,-5.2734,38.6,29.04,-62.5,10,0.0,1
1,153051,-3.4029,38.6,29.04,-61.5,10,0.0,1
1,153777,-3.6283,38.6,29.04,-60.0,10,0.0,1
1,154503,-3.8537,39.6,29.04,-62.5,10,0.0,1
1,155229,-3.8086,39.6,29.04,-60.0,10,0.0,1
1,155955,-4.6199,39.6,29.04,-62.0,10,0.0,1
1,156681,-3.6734,39.6,29.04,-60.0,10,0.0,1
1,157407,-3.4480,38.6,29.04,-62.5,10,0.0,1
1,158133,-4.1917,38.6,29.04,-62.5,10,0.0,1
1,158859,-3.2903,38.6,29.04,-62.5,10,0.0,1
1,159585,-4.7551,39.6,29.04,-62.0,10,0.0,1
1,160311,-5.3185,39.6,29.04,-62.5,10,0.0,1
1,161037,-4.4171,40.6,29.04,-60.0,10,0.0,1
1,161763,-3.8311,40.6,29.04,-62.0,10,0.0,1
1,162489,-3.3128,40.6,29.04,-62.5,10,0.0,1
1,163215,-3.6058,40.6,29.04,-60.0,10,0.0,1
1,163941,-5.5213,39.6,29.05,-60.0,10,0.0,1
1,164667,-4.4847,39.6,29.04,-62.5,10,0.0,1
1,165393,-3.8987,39.6,29.04,-60.0,10,0.0,1
1,166119,-4.1016,39.6,29.04,-62.5,10,0.0,1
1,166845,-4.5072,39.6,29.04,-68.5,10,0.0,1
1,167571,-3.8537,39.6,29.04,-62.5,10,0.0,1
1,168297,-4.5523,39.6,29.05,-68.0,10,0.0,1
1,169023,-2.9297,39.6,29.05,-62.0,10,0.0,1
1,169749,-4.1241,39.6,29.05,-60.0,10,0.0,1
1,170475,-4.1466,39.6,29.04,-62.0,10,0.0,1
1,171201,-5.0255,39.6,29.04,-60.0,10,0.0,1
1,171927,-5.0255,39.6,29.04,-60.0,10,0.0,1
1,172653,-5.0931,39.6,29.04,-60.0,10,0.0,1
1,173379,-3.4029,39.6,29.04,-62.5,10,0.0,1
1,174105,-4.7326,39.6,29.04,-62.5,10,0.0,1
1,174831,-3.4931,39.6,29.04,-62.0,10,0.0,1
1,175557,-3.4931,39.6,29.04,-62.5,10,0.0,1
1,176283,-3.6058,39.6,29.04,-67.5,10,0.0,1
1,177009,-4.3945,39.6,29.04,-60.0,10,0.0,1
1,177735,-3.8537,40.6,29.04,-68.0,10,0.0,1
1,178461,-4.0565,39.6,29.04,-62.0,10,0.0,1
1,179187,-2.9748,39.6,29.04,-62.5,10,0.0,1
1,179913,-2.9748,39.6,29.04,-62.5,10,0.0,1
1,180639,-3.6058,40.6,29.04,-62.5,10,0.0,1
1,181365,-2.0057,39.6,29.04,-67.5,10,0.0,1
1,182091,-3.2227,39.6,29.04,-62.0,10,0.0,1
1,182817,-3.0649,40.6,29.04,-62.5,10,0.0,1
1,183543,-2.4339,40.6,29.05,-62.5,10,0.0,1
1,184269,-3.8987,39.6,29.04,-62.0,10,0.0,1
1,184995,-3.4706,39.6,29.04,-62.5,10,0.0,1
1,185721,-3.6508,39.6,29.04,-62.0,10,0.0,1
1,186447,-3.5382,39.6,29.04,-62.5,10,0.0,1
1,187173,-4.7551,39.6,29.04,-62.5,10,0.0,1
1,187899,-4.7551,39.6,29.04,-62.5,10,0.0,1
1,188625,-4.0340,40.6,29.04,-62.5,10,0.0,1
1,189351,-3.0198,40.6,29.04,-62.5,10,0.0,1
1,190077,-3.0649,40.6,29.04,-62.5,10,0.0,1
1,190803,-3.2677,39.6,29.04,-62.5,10,0.0,1
1,191529,-1.8254,40.6,29.04,-62.5,10,0.0,1
1,192255,-3.4029,40.6,29.04,-62.5,10,0.0,1
1,192981,-3.3128,40.6,29.04,-67.5,10,0.0,1
1,193707,-1.3522,39.6,29.04,-62.0,10,0.0,1
1,194433,-4.2142,39.6,29.04,-62.5,10,0.0,1
1,195159,-3.6283,39.6,29.04,-62.5,10,0.0,1
1,195885,-3.6283,40.6,29.04,-62.5,10,0.0,1
1,196611,-1.7803,39.6,29.04,-68.5,10,0.0,1
1,197337,-3.0649,39.6,29.04,-62.0,10,0.0,1
1,198063,-3.3353,39.6,29.04,-62.5,10,0.0,1
1,198789,-2.2085,39.6,29.04,-60.0,10,0.0,1
1,199515,-1.8254,39.6,29.04,-62.0,10,0.0,1
1,200241,-3.1100,39.6,29.04,-62.5,10,0.0,1
1,200967,-2.9072,39.6,29.04,-60.0,10,0.0,1
1,201693,-3.1325,40.6,29.05,-62.5,10,0.0,1
1,202419,-1.9156,39.6,29.04,-62.5,10,0.0,1
1,203145,-2.8846,39.6,29.05,-60.0,10,0.0,1
1,203871,-2.8846,39.6,29.04,-60.0,10,0.0,1
1,204597,-3.1776,39.6,29.04,-62.0,10,0.0,1
1,205323,-2.3212,39.6,29.04,-68.0,10,0.0,1
1,206049,-1.5550,39.6,29.04,-68.0,10,0.0,1
1,206775,-2.8395,39.6,29.04,-62.0,10,0.0,1
1,207501,-2.8621,39.6,29.04,-60.0,10,0.0,1
1,208227,-2.3663,39.6,29.04,-62.5,10,0.0,1
1,208953,-2.9297,39.6,29.04,-62.5,10,0.0,1
1,209679,-1.7803,39.6,29.04,-62.5,10,0.0,1
1,210405,-2.2987,39.6,29.04,-62.5,10,0.0,1
1,211131,-2.8621,39.6,29.04,-62.5,10,0.0,1
1,211857,-2.7494,39.6,29.04,-62.0,10,0.0,1
1,212583,-2.4564,38.6,29.04,-62.5,10,0.0,1
1,213309,-2.9297,38.6,29.04,-62.5,10,0.0,1
1,214035,-1.9832,39.6,29.04,-62.5,10,0.0,1
1,214761,-2.4339,39.6,29.04,-62.0,10,0.0,1
1,215487,-2.7494,39.6,29.04,-62.5,10,0.0,1
1,216213,-3.0874,39.6,29.04,-62.5,10,0.0,1
1,216939,-2.1409,39.6,29.04,-68.5,10,0.0,1
1,217665,-3.9213,39.6,29.04,-62.5,10,0.0,1
1,218391,-3.1776,39.6,29.04,-62.5,10,0.0,1
1,219117,-3.3128,40.6,29.04,-62.0,10,0.0,1
1,219843,-2.2536,39.6,29.04,-61.5,10,0.0,1
1,220569,-3.4029,40.6,29.04,-62.5,10,0.0,1
1,221295,-2.5015,39.6,29.04,-62.5,10,0.0,1
1,222021,-2.9522,39.6,29.04,-62.5,10,0.0,1
1,222747,-2.8395,39.6,29.04,-62.0,10,0.0,1
1,223473,-3.1776,39.6,29.04,-62.5,10,0.0,1
1,224199,-2.5466,39.6,29.04,-62.0,10,0.0,1
1,224925,-2.5916,40.6,29.04,-62.0,10,0.0,1
1,225651,-2.5916,39.6,29.04,-62.0,10,0.0,1
1,226377,-3.6058,39.6,29.04,-62.0,10,0.0,1
1,227103,-3.1550,39.6,29.04,-62.5,10,0.0,1
1,227829,-2.2536,39.6,29.04,-62.5,10,0.0,1
1,228555,-2.4564,40.6,29.04,-62.0,10,0.0,1
1,229281,-2.0733,39.6,29.04,-68.0,10,0.0,1
1,230007,-2.8846,39.6,29.04,-62.5,10,0.0,1
1,230733,-2.0959,40.6,29.04,-68.0,10,0.0,1
1,231459,-2.8621,39.6,29.04,-62.5,10,0.0,1
1,232185,-2.2987,40.6,29.04,-62.5,10,0.0,1
1,232911,-2.9522,39.6,29.04,-62.5,10,0.0,1
1,233637,-2.9522,38.6,29.04,-62.5,10,0.0,1
1,234363,-2.7945,39.6,29.04,-62.0,10,0.0,1
1,235089,-1.4648,39.6,29.04,-62.5,10,0.0,1
1,235815,-2.4339,39.6,29.05,-62.5,10,0.0,1
1,236541,-1.8705,39.6,29.05,-62.0,10,0.0,1
1,237267,-2.8621,40.6,29.04,-62.5,10,0.0,1
1,237993,-3.2452,38.6,29.04,-62.5,10,0.0,1
1,238719,-2.6142,39.6,29.04,-62.5,10,0.0,1
1,239445,-2.0508,39.6,29.04,-62.5,10,0.0,1
1,240171,-1.0367,39.6,29.04,-62.5,10,0.0,1
1,240897,-2.1860,39.6,29.04,-68.5,10,0.0,1
1,241623,-2.1860,39.6,29.05,-68.5,10,0.0,1
1,242349,-2.6367,39.6,29.04,-68.5,10,0.0,1
1,243075,-1.2395,39.6,29.05,-68.0,10,0.0,1
1,243801,-2.2536,40.6,29.04,-62.0,10,0.0,1
1,244527,-2.8621,39.6,29.04,-68.5,10,0.0,1
1,245253,-2.2085,39.6,29.04,-62.5,10,0.0,1
1,245979,-2.5691,39.6,29.04,-62.5,10,0.0,1
1,246705,-3.0424,40.6,29.04,-62.5,10,0.0,1
1,247431,-2.9522,39.6,29.04,-62.5,10,0.0,1
1,248157,-2.6593,39.6,29.04,-62.5,10,0.0,1
1,248883,-1.6677,39.6,29.04,-60.0,10,0.0,1
1,249609,-1.6677,39.6,29.04,-60.0,10,0.0,1
1,250335,-2.1860,39.6,29.05,-68.5,10,0.0,1
1,251061,-1.4423,39.6,29.04,-62.5,10,0.0,1
1,251787,-2.2085,39.6,29.04,-62.5,10,0.0,1
1,252513,-3.3579,39.6,29.04,-62.5,10,0.0,1
1,253239,-3.3804,39.6,29.04,-62.5,10,0.0,1
1,253965,-1.8930,40.6,29.04,-62.0,10,0.0,1
1,254691,-1.8930,39.6,29.04,-62.5,10,0.0,1
1,255417,-3.0874,39.6,29.04,-62.5,10,0.0,1
1,256143,-2.0959,39.6,29.05,-62.0,10,0.0,1
1,256869,-2.3663,40.6,29.04,-62.5,10,0.0,1
1,257595,-2.3663,40.6,29.05,-62.5,10,0.0,1
1,258321,-3.4029,40.6,29.04,-62.5,10,0.0,1
1,259047,-2.0282,40.6,29.04,-62.5,10,0.0,1
1,259773,-1.9156,39.6,29.04,-62.5,10,0.0,1
1,260499,-1.4648,39.6,29.04,-62.5,10,0.0,1
1,261225,-3.2227,39.6,29.04,-62.5,10,0.0,1
1,261951,-1.8029,39.6,29.04,-62.5,10,0.0,1
1,262677,-1.9381,39.6,29.05,-62.5,10,0.0,1
1,263403,-3.2903,39.6,29.04,-62.0,10,0.0,1
1,264129,-2.2085,39.6,29.04,-68.0,10,0.0,1
1,264855,-2.0508,39.6,29.04,-68.5,10,0.0,1
1,265581,-2.3437,39.6,29.04,-62.5,10,0.0,1
1,266307,-1.1493,39.6,29.04,-62.5,10,0.0,1
1,267033,-3.4029,39.6,29.04,-62.5,10,0.0,1
1,267759,-2.0282,39.6,29.04,-62.5,10,0.0,1
1,268485,-2.6593,39.6,29.05,-62.5,10,0.0,1
1,269211,-2.2085,39.6,29.04,-62.5,10,0.0,1
1,269937,-1.6451,39.6,29.04,-62.0,10,0.0,1
1,270663,-2.1635,39.6,29.04,-62.0,10,0.0,1
1,271389,-1.9606,39.6,29.04,-62.0,10,0.0,1
1,272115,-1.6226,39.6,29.04,-62.5,10,0.0,1
1,272841,-2.5466,39.6,29.04,-62.0,10,0.0,1
1,273567,-2.0508,39.6,29.04,-62.5,10,0.0,1
1,274293,-2.1635,39.6,29.05,-62.0,10,0.0,1
1,275019,-2.8395,38.6,29.05,-62.5,10,0.0,1
1,275745,-2.0959,39.6,29.04,-62.5,10,0.0,1
1,276471,-2.6818,39.6,29.05,-62.0,10,0.0,1
1,277197,-2.8621,39.6,29.05,-62.5,10,0.0,1
1,277923,-2.6367,39.6,29.04,-62.5,10,0.0,1
1,278649,-2.8170,39.6,29.04,-62.5,10,0.0,1
1,279375,-2.8170,39.6,29.04,-62.5,10,0.0,1
1,280101,-2.4339,39.6,29.04,-68.0,10,0.0,1
1,280827,-2.5015,39.6,29.04,-62.5,10,0.0,1
1,281553,-2.7494,39.6,29.04,-62.5,10,0.0,1
1,282279,-3.1100,39.6,29.04,-62.5,10,0.0,1
1,283005,-2.8621,39.6,29.04,-68.5,10,0.0,1
1,283731,-2.7269,39.6,29.05,-62.5,10,0.0,1
1,284457,-2.1860,39.6,29.04,-62.0,10,0.0,1
1,285183,-2.1860,39.6,29.04,-62.0,10,0.0,1
1,285909,-2.4114,39.6,29.04,-62.0,10,0.0,1
1,286635,-3.4029,39.6,29.04,-62.0,10,0.0,1
1,287361,-3.4029,39.6,29.04,-62.0,10,0.0,1
1,288087,-3.2001,39.6,29.04,-62.5,10,0.0,1
1,288813,-2.0508,39.6,29.04,-62.5,10,0.0,1
1,289539,-3.2227,39.6,29.05,-62.5,10,0.0,1
1,290265,-2.4790,39.6,29.05,-62.5,10,0.0,1
1,290991,-2.3212,38.6,29.04,-62.0,10,0.0,1
1,291717,-3.1776,39.6,29.04,-62.5,10,0.0,1
1,292443,-3.2001,39.6,29.05,-68.5,10,0.0,1
1,293169,-3.4029,39.6,29.04,-62.5,10,0.0,1
1,293895,-2.1635,38.6,29.05,-62.0,10,0.0,1
1,294621,-1.6226,39.6,29.05,-68.0,10,0.0,1
1,295347,-1.6226,39.6,29.05,-68.0,10,0.0,1
1,296073,-2.3888,39.6,29.05,-62.5,10,0.0,1
1,296799,-2.4790,39.6,29.05,-62.0,10,0.0,1
1,297525,-2.2761,39.6,29.04,-62.5,10,0.0,1
1,298251,-2.8170,39.6,29.04,-62.5,10,0.0,1
1,298977,-1.4198,39.6,29.05,-68.0,10,0.0,1
1,299703,-1.9606,39.6,29.05,-68.5,10,0.0,1
1,300429,-2.1409,39.6,29.05,-62.5,10,0.0,1
1,301155,-3.0198,39.6,29.04,-62.0,10,0.0,1
1,301881,-3.1100,39.6,29.04,-62.5,10,0.0,1
1,302607,-2.0057,39.6,29.04,-62.0,10,0.0,1
1,303333,-2.0057,40.6,29.05,-62.0,10,0.0,1
1,304059,-2.1635,40.6,29.04,-69.0,10,0.0,1
1,304785,-2.0508,40.6,29.05,-62.0,10,0.0,1
1,305511,-2.0959,39.6,29.04,-62.5,10,0.0,1
1,306237,-2.4564,40.6,29.05,-62.5,10,0.0,1
1,306963,-2.2987,40.6,29.04,-62.5,10,0.0,1
1,307689,-1.3071,40.6,29.05,-68.5,10,0.0,1
1,308415,-2.1409,39.6,29.05,-62.0,10,0.0,1
1,309141,-2.5015,40.6,29.05,-67.5,10,0.0,1
1,309867,-3.2001,40.6,29.05,-62.0,10,0.0,1
1,310593,-2.9973,39.6,29.05,-62.0,10,0.0,1
1,311319,-2.9973,39.6,29.04,-62.0,10,0.0,1
1,312045,-1.9606,39.6,29.04,-62.0,10,0.0,1
1,312771,-2.4339,39.6,29.05,-62.5,10,0.0,1
1,313497,-2.5466,40.6,29.04,-68.5,10,0.0,1
1,314223,-3.2903,40.6,29.05,-62.5,10,0.0,1
1,314949,-2.8621,39.6,29.05,-62.5,10,0.0,1
1,315675,-2.1860,38.6,29.05,-62.5,10,0.0,1
1,316401,-2.1860,39.6,29.04,-62.5,10,0.0,1
1,317127,-1.7127,39.6,29.04,-62.5,10,0.0,1
1,317853,-2.0282,40.6,29.04,-62.0,10,0.0,1
1,318579,-2.8846,39.6,29.04,-62.5,10,0.0,1
1,319305,-1.7127,39.6,29.05,-68.0,10,0.0,1
1,320031,-1.5775,39.6,29.05,-68.0,10,0.0,1
1,320757,-3.2903,39.6,29.05,-62.5,10,0.0,1
1,321483,-2.7719,39.6,29.06,-62.5,10,0.0,1
1,322209,-3.0649,39.6,29.05,-68.0,10,0.0,1
1,322935,-2.2311,39.6,29.05,-68.5,10,0.0,1
1,323661,-2.7269,39.6,29.05,-68.5,10,0.0,1
1,324387,-2.8395,39.6,29.05,-62.5,10,0.0,1
1,325113,-2.5240,39.6,29.05,-62.5,10,0.0,1
1,325839,-3.4029,39.6,29.05,-62.5,10,0.0,1
1,326565,-2.8170,39.6,29.05,-62.0,10,0.0,1
1,327291,-2.3888,39.6,29.05,-62.5,10,0.0,1
1,328017,-1.8480,39.6,29.05,-68.5,10,0.0,1
1,328743,-2.0282,39.6,29.05,-62.5,10,0.0,1
1,329469,-2.9297,39.6,29.05,-68.5,10,0.0,1
1,330195,-2.7269,39.6,29.05,-62.0,10,0.0,1
1,330921,-2.5916,39.6,29.05,-62.5,10,0.0,1
1,331647,-3.4931,39.6,29.05,-62.5,10,0.0,1
1,332373,-3.2227,39.6,29.05,-62.5,10,0.0,1
1,333099,-3.2227,39.6,29.05,-62.5,10,0.0,1
1,333825,-1.6226,39.6,29.05,-62.5,10,0.0,1
1,334551,-2.3888,39.6,29.05,-62.5,10,0.0,1
1,335277,-2.8170,39.6,29.05,-62.5,10,0.0,1
1,336003,-3.1325,39.6,29.05,-62.0,10,0.0,1
1,336729,-2.0282,39.6,29.04,-62.5,10,0.0,1
1,337455,-2.9522,39.6,29.05,-62.5,10,0.0,1
1,338181,-2.7269,39.6,29.05,-62.0,10,0.0,1
1,338907,-2.5916,39.6,29.05,-62.5,10,0.0,1
1,339633,-1.4423,39.6,29.05,-68.5,10,0.0,1
1,340359,-2.9072,39.6,29.04,-62.5,10,0.0,1
1,341085,-2.9072,39.6,29.04,-62.5,10,0.0,1
1,341811,-1.9606,39.6,29.04,-68.5,10,0.0,1
1,342537,-2.0508,39.6,29.05,-62.5,10,0.0,1
1,343263,-1.6226,39.6,29.04,-62.0,10,0.0,1
1,343989,-3.0198,39.6,29.04,-68.5,10,0.0,1
1,344715,-2.6818,39.6,29.04,-62.0,10,0.0,1
1,345441,-1.7578,39.6,29.04,-62.0,10,0.0,1
1,346167,-2.8846,39.6,29.04,-62.5,10,0.0,1
1,346893,-1.8705,39.6,29.04,-68.0,10,0.0,1
1,347619,-1.2395,40.6,29.05,-62.5,10,0.0,1
1,348345,-3.2677,39.6,29.04,-62.5,10,0.0,1
1,349071,-3.2677,40.6,29.05,-62.5,10,0.0,1
1,349797,-2.9297,40.6,29.04,-62.0,10,0.0,1
1,350523,-1.2846,39.6,29.04,-68.5,10,0.0,1
1,351249,-0.9014,40.6,29.05,-62.5,10,0.0,1
1,351975,-2.7494,39.6,29.04,-62.5,10,0.0,1
1,352701,-2.0959,39.6,29.05,-68.0,10,0.0,1
1,353427,-2.0508,40.6,29.05,-62.0,10,0.0,1
1,354153,-2.9973,39.6,29.05,-62.5,10,0.0,1
1,354879,-2.5240,40.6,29.05,-62.0,10,0.0,1
1,355605,-2.3663,40.6,29.05,-62.5,10,0.0,1
1,356331,-2.5015,39.6,29.05,-62.5,10,0.0,1
1,357057,-2.5015,39.6,29.05,-62.5,10,0.0,1
1,357783,-2.9748,39.6,29.04,-62.0,10,0.0,1
1,358509,-2.2761,39.6,29.05,-62.5,10,0.0,1
1,359235,-1.3522,39.6,29.04,-62.5,10,0.0,1
1,359961,-2.3663,39.6,29.05,-62.0,10,0.0,1
1,360687,-2.6818,39.6,29.04,-62.0,10,0.0,1
1,361413,-3.3579,38.6,29.05,-62.0,10,0.0,1
1,362139,-2.1409,39.6,29.05,-68.5,10,0.0,1
1,362865,-2.2085,39.6,29.05,-68.0,10,0.0,1
1,363591,-2.9973,39.6,29.04,-62.0,10,0.0,1
1,364317,-3.3579,39.6,29.05,-62.0,10,0.0,1
1,365043,-3.3579,39.6,29.05,-62.0,10,0.0,1
1,365769,-3.4931,40.6,29.05,-68.5,10,0.0,1
1,366495,-3.2677,40.6,29.05,-62.5,10,0.0,1
1,367221,-2.7043,40.6,29.05,-62.5,10,0.0,1
1,367947,-1.4423,40.6,29.05,-68.5,10,0.0,1
1,368673,-3.0198,40.6,29.05,-62.0,10,0.0,1
1,369399,-2.5466,39.6,29.05,-68.0,10,0.0,1
1,370125,-3.3579,40.6,29.05,-62.5,10,0.0,1
1,370851,-1.9381,39.6,29.05,-68.5,10,0.0,1
1,371577,-2.7719,39.6,29.05,-62.5,10,0.0,1
1,372303,-3.0424,39.6,29.05,-62.5,10,0.0,1
1,373029,-3.0424,39.6,29.05,-62.5,10,0.0,1
1,373755,-2.4790,39.6,29.05,-62.5,10,0.0,1
1,374481,-2.9522,39.6,29.05,-68.0,10,0.0,1
1,375207,-2.9973,39.6,29.05,-62.5,10,0.0,1
1,375933,-2.3437,39.6,29.05,-68.5,10,0.0,1
1,376659,-1.6226,39.6,29.05,-62.5,10,0.0,1
1,377385,-1.5775,39.6,29.05,-62.5,10,0.0,1
1,378111,-1.9156,39.6,29.05,-68.5,10,0.0,1
1,378837,-1.9381,39.6,29.05,-62.5,10,0.0,1
1,379563,-2.9522,39.6,29.05,-62.5,10,0.0,1
1,380289,-3.1550,39.6,29.05,-62.5,10,0.0,1
1,381015,-1.9832,39.6,29.04,-62.5,10,0.0,1
1,381741,-1.2169,39.6,29.05,-68.0,10,0.0,1
1,382467,-2.5015,39.6,29.05,-62.5,10,0.0,1
1,383193,-1.6677,39.6,29.05,-68.0,10,0.0,1
1,383919,-2.9748,40.6,29.05,-68.5,10,0.0,1
1,384645,-3.6508,40.6,29.05,-62.5,10,0.0,1
1,385371,-1.8480,39.6,29.05,-68.0,10,0.0,1
1,386097,-2.7043,40.6,29.05,-68.5,10,0.0,1
1,386823,-39.2127,39.6,29.05,-62.5,10,0.0,0
1,387549,-3.0424,40.6,29.05,-62.5,10,0.0,1
1,388275,-1.9606,40.6,29.05,-68.0,10,0.0,1
1,389001,-3.3353,40.6,29.05,-62.5,10,0.0,1
1,389727,-2.6818,40.6,29.05,-68.0,10,0.0,1
1,390453,-2.3437,40.6,29.05,-62.5,10,0.0,1
1,391179,-2.5916,39.6,29.05,-62.5,10,0.0,1
1,391905,-2.9297,39.6,29.05,-62.0,10,0.0,1
1,392631,-2.9522,39.6,29.05,-68.0,10,0.0,1
1,393357,-1.8480,39.6,29.05,-62.5,10,0.0,1
1,394083,-2.2987,40.6,29.06,-62.5,10,0.0,1
1,394809,-2.2987,40.6,29.05,-62.5,10,0.0,1
1,395535,-2.3888,39.6,29.06,-68.5,10,0.0,1
1,396261,-2.2311,39.6,29.05,-62.5,10,0.0,1
1,396987,-1.8705,39.6,29.05,-68.0,10,0.0,1
1,397713,-2.5015,39.6,29.05,-62.5,10,0.0,1
1,398439,-2.3212,40.6,29.05,-68.0,10,0.0,1
1,399165,-2.7719,40.6,29.05,-62.5,10,0.0,1
1,399891,-2.9973,39.6,29.05,-62.0,10,0.0,1
1,400617,-3.0424,40.6,29.06,-68.5,10,0.0,1
1,401343,-2.1635,40.6,29.05,-68.5,10,0.0,1
1,402069,-1.9381,39.6,29.05,-62.0,10,0.0,1
1,402795,-1.9381,39.6,29.05,-62.0,10,0.0,1
1,403521,-1.2846,39.6,29.05,-62.0,10,0.0,1
1,404247,-1.7803,39.6,29.05,-62.5,10,0.0,1
1,404973,-1.8480,39.6,29.05,-68.0,10,0.0,1
1,405699,-2.6142,39.6,29.05,-68.5,10,0.0,1
1,406425,-2.3663,38.6,29.05,-62.5,10,0.0,1
1,407151,-2.0282,39.6,29.05,-68.5,10,0.0,1
1,407877,-1.8705,39.6,29.05,-62.0,10,0.0,1
1,408603,-3.2227,39.6,29.05,-62.0,10,0.0,1
1,409329,-2.4114,40.6,29.05,-62.5,10,0.0,1
1,410055,-1.8254,40.6,29.06,-68.0,10,0.0,1
1,410781,-1.8254,40.6,29.06,-68.0,10,0.0,1
1,411507,-3.2001,39.6,29.06,-62.5,10,0.0,1
1,412233,-2.5015,39.6,29.05,-68.0,10,0.0,1
1,412959,-2.0057,39.6,29.06,-62.5,10,0.0,1
1,413685,-1.8930,39.6,29.06,-62.0,10,0.0,1
1,414411,-2.8846,39.6,29.06,-62.5,10,0.0,1
1,415137,-2.7719,39.6,29.06,-62.5,10,0.0,1
1,415863,-1.3296,39.6,29.05,-68.5,10,0.0,1
1,416589,-2.2085,39.6,29.05,-62.5,10,0.0,1
1,417315,-2.2536,39.6,29.06,-62.0,10,0.0,1
1,418041,-2.2987,39.6,29.05,-62.0,10,0.0,1
1,418767,-2.2987,39.6,29.05,-62.0,10,0.0,1
1,419493,-2.2085,39.6,29.05,-62.5,10,0.0,1
1,420219,-1.6677,40.6,29.05,-68.5,10,0.0,1
1,420945,-2.0057,39.6,29.06,-62.5,10,0.0,1
1,421671,-3.2903,39.6,29.05,-62.0,10,0.0,1
1,422397,-2.3212,39.6,29.05,-62.0,10,0.0,1
1,423123,-2.8395,40.6,29.06,-62.5,10,0.0,1
1,423849,-1.6677,40.6,29.05,-62.0,10,0.0,1
1,424575,-1.6001,40.6,29.06,-68.0,10,0.0,1
1,425301,-3.3804,39.6,29.06,-62.0,10,0.0,1
1,426027,-1.8705,39.6,29.05,-62.5,10,0.0,1
1,426753,-1.8705,39.6,29.05,-62.5,10,0.0,1
1,427479,-2.9522,39.6,29.06,-62.0,10,0.0,1
1,428205,-1.9832,39.6,29.05,-62.5,10,0.0,1
1,428931,-2.2987,39.6,29.06,-68.0,10,0.0,1
1,429657,-3.0198,39.6,29.05,-62.5,10,0.0,1
1,430383,-3.0874,39.6,29.05,-62.5,10,0.0,1
1,431109,-2.7043,39.6,29.06,-68.5,10,0.0,1
1,431835,-1.6451,39.6,29.05,-62.5,10,0.0,1
1,432561,-3.2227,39.6,29.05,-68.5,10,0.0,1
1,433287,-2.6142,39.6,29.05,-62.5,10,0.0,1
1,434013,-1.2620,39.6,29.05,-62.0,10,0.0,1
1,434739,-2.0733,39.6,29.06,-62.5,10,0.0,1
1,435465,-2.8395,40.6,29.06,-62.5,10,0.0,1
1,436191,-1.3522,40.6,29.06,-62.5,10,0.0,1
1,436917,-2.1860,40.6,29.06,-62.5,10,0.0,1
1,437643,-2.6593,40.6,29.06,-62.0,10,0.0,1
1,438369,-2.5015,40.6,29.05,-68.0,10,0.0,1
1,439095,-1.1719,40.6,29.05,-62.5,10,0.0,1
1,439821,-2.0733,40.6,29.05,-62.5,10,0.0,1
1,440547,-8.0003,40.6,29.05,-62.5,10,0.0,0
1,441273,-2.6818,40.6,29.06,-62.5,10,0.0,1
1,441999,-2.9297,40.6,29.05,-62.5,10,0.0,1
1,442725,-2.3888,40.6,29.05,-68.5,10,0.0,1
1,443451,-2.5691,40.6,29.06,-68.5,10,0.0,1
1,444177,-1.9606,40.6,29.06,-68.5,10,0.0,1
1,444903,-2.3212,40.6,29.06,-68.0,10,0.0,1
1,445629,-2.4564,40.6,29.06,-62.5,10,0.0,1
1,446355,-2.2987,40.6,29.06,-68.5,10,0.0,1
