batch,t_ms,raw_m,die_c,amb_c,rssi_dbm,gain_step,snr_db,kept
4,1383621,-2.8846,39.6,29.24,-62.5,10,0.0,1
4,1384347,-2.8170,40.6,29.24,-62.5,10,0.0,1
4,1385073,-2.3888,40.6,29.24,-68.5,10,0.0,1
4,1385799,-2.3888,39.6,29.24,-68.5,10,0.0,1
4,1386525,-3.1100,39.6,29.25,-62.5,10,0.0,1
4,1387251,-2.2987,40.6,29.24,-68.5,10,0.0,1
4,1387977,-1.1719,40.6,29.24,-62.5,10,0.0,1
4,1388703,-1.3071,39.6,29.24,-62.0,10,0.0,1
4,1389429,-2.2761,40.6,29.24,-62.5,10,0.0,1
4,1390155,-1.3296,40.6,29.24,-68.0,10,0.0,1
4,1390881,-2.9748,40.6,29.24,-62.5,10,0.0,1
4,1391607,-1.6451,39.6,29.24,-68.0,10,0.0,1
4,1392333,-1.5325,39.6,29.24,-62.5,10,0.0,1
4,1393059,-3.0198,40.6,29.24,-68.0,10,0.0,1
4,1393785,-3.0198,40.6,29.24,-68.0,10,0.0,1
4,1394511,-1.8254,39.6,29.24,-68.5,10,0.0,1
4,1395237,-1.4874,39.6,29.25,-62.5,10,0.0,1
4,1395963,-2.6367,39.6,29.24,-62.0,10,0.0,1
4,1396689,-2.8395,39.6,29.24,-62.0,10,0.0,1
4,1397415,-1.8705,39.6,29.24,-62.5,10,0.0,1
4,1398141,-2.5916,40.6,29.25,-62.5,10,0.0,1
4,1398867,-2.9522,40.6,29.25,-68.5,10,0.0,1
4,1399593,-2.9973,40.6,29.25,-62.0,10,0.0,1
4,1400319,-2.8170,40.6,29.25,-68.0,10,0.0,1
4,1401045,-2.0959,39.6,29.25,-68.5,10,0.0,1
4,1401771,-2.0959,39.6,29.24,-68.5,10,0.0,1
4,1402497,-2.1184,39.6,29.25,-68.5,10,0.0,1
4,1403223,-2.5466,39.6,29.24,-62.5,10,0.0,1
4,1403949,-2.4564,40.6,29.25,-68.5,10,0.0,1
4,1404675,-2.5015,39.6,29.25,-68.5,10,0.0,1
4,1405401,-2.1184,39.6,29.25,-62.5,10,0.0,1
4,1406127,-2.3888,39.6,29.24,-62.5,10,0.0,1
4,1406853,-2.5691,39.6,29.24,-62.5,10,0.0,1
4,1407579,-2.0057,40.6,29.24,-68.5,10,0.0,1
4,1408305,-1.6001,40.6,29.25,-62.5,10,0.0,1
4,1409031,-2.3437,40.6,29.25,-68.5,10,0.0,1
4,1409757,-2.3437,39.6,29.24,-68.5,10,0.0,1
4,1410483,-2.0733,39.6,29.25,-62.5,10,0.0,1
4,1411209,-3.0649,39.6,29.25,-62.5,10,0.0,1
4,1411935,-2.2311,39.6,29.25,-62.5,10,0.0,1
4,1412661,-2.1860,40.6,29.24,-62.5,10,0.0,1
4,1413387,-2.5015,40.6,29.25,-62.5,10,0.0,1
4,1414113,-1.6902,39.6,29.25,-68.0,10,0.0,1
4,1414839,-2.6142,39.6,29.25,-68.5,10,0.0,1
4,1415565,-3.0649,40.6,29.25,-62.5,10,0.0,1
4,1416291,-2.2987,40.6,29.24,-68.5,10,0.0,1
4,1417017,-2.4564,39.6,29.25,-68.5,10,0.0,1
4,1417743,-2.4564,40.6,29.25,-68.5,10,0.0,1
4,1418469,-2.6367,39.6,29.24,-62.0,10,0.0,1
4,1419195,-1.4874,40.6,29.25,-62.5,10,0.0,1
4,1419921,-2.0508,39.6,29.25,-68.0,10,0.0,1
4,1420647,-3.3579,40.6,29.24,-62.5,10,0.0,1
4,1421373,-2.5015,39.6,29.24,-68.0,10,0.0,1
4,1422099,-2.0733,39.6,29.25,-62.5,10,0.0,1
4,1422825,-1.6226,39.6,29.25,-68.0,10,0.0,1
4,1423551,-3.4931,39.6,29.25,-62.5,10,0.0,1
4,1424277,-3.2452,40.6,29.25,-62.0,10,0.0,1
4,1425003,-1.2846,40.6,29.25,-68.0,10,0.0,1
4,1425729,-2.0057,40.6,29.25,-62.5,10,0.0,1
4,1426455,-2.6818,40.6,29.25,-62.5,10,0.0,1
4,1427181,-1.5099,39.6,29.25,-68.5,10,0.0,1
4,1427907,-2.4790,39.6,29.25,-62.0,10,0.0,1
4,1428633,-3.3128,40.6,29.25,-62.5,10,0.0,1
4,1429359,-2.6593,39.6,29.25,-62.5,10,0.0,1
4,1430085,-2.0508,39.6,29.25,-62.0,10,0.0,1
4,1430811,-2.7719,40.6,29.25,-62.5,10,0.0,1
4,1431537,-3.3128,39.6,29.25,-68.5,10,0.0,1
4,1432263,-3.2227,40.6,29.25,-62.0,10,0.0,1
4,1432989,-2.8846,40.6,29.25,-62.5,10,0.0,1
4,1433715,-2.0282,40.6,29.25,-62.5,10,0.0,1
4,1434441,-2.6367,39.6,29.25,-62.5,10,0.0,1
4,1435167,-2.4564,39.6,29.25,-62.5,10,0.0,1
4,1435893,-2.4790,39.6,29.25,-68.5,10,0.0,1
4,1436619,-2.8846,39.6,29.25,-62.0,10,0.0,1
4,1437345,-2.1860,39.6,29.25,-68.5,10,0.0,1
4,1438071,-2.6818,39.6,29.25,-62.5,10,0.0,1
4,1438797,-2.2761,40.6,29.25,-68.5,10,0.0,1
4,1439523,-2.2761,40.6,29.25,-68.5,10,0.0,1
4,1440249,-2.6367,39.6,29.25,-62.5,10,0.0,1
4,1440975,-2.5015,39.6,29.25,-62.5,10,0.0,1
4,1441701,-2.2311,38.6,29.25,-62.5,10,0.0,1
4,1442427,-1.6226,38.6,29.25,-68.0,10,0.0,1
4,1443153,-3.0424,39.6,29.25,-68.5,10,0.0,1
4,1443879,-3.1550,39.6,29.25,-62.5,10,0.0,1
4,1444605,-2.9072,38.6,29.25,-62.5,10,0.0,1
4,1445331,-2.2085,39.6,29.25,-62.5,10,0.0,1
4,1446057,-2.6818,39.6,29.25,-68.5,10,0.0,1
4,1446783,-3.2001,38.6,29.25,-62.5,10,0.0,1
4,1447509,-3.2001,38.6,29.25,-62.5,10,0.0,1
4,1448235,-2.3888,39.6,29.25,-62.5,10,0.0,1
4,1448961,-3.2677,39.6,29.26,-62.0,10,0.0,1
4,1449687,-2.9522,40.6,29.26,-62.5,10,0.0,1
4,1450413,-2.3888,40.6,29.26,-62.5,10,0.0,1
4,1451139,-1.8930,39.6,29.25,-62.0,10,0.0,1
4,1451865,-1.2620,40.6,29.26,-62.0,10,0.0,1
4,1452591,-2.4564,40.6,29.26,-62.5,10,0.0,1
4,1453317,-3.4706,40.6,29.25,-62.0,10,0.0,1
4,1454043,-2.4564,38.6,29.26,-68.5,10,0.0,1
4,1454769,-1.5775,39.6,29.26,-62.5,10,0.0,1
4,1455495,-1.5775,39.6,29.25,-62.5,10,0.0,1
4,1456221,-1.1944,39.6,29.26,-68.0,10,0.0,1
4,1456947,-2.0508,40.6,29.25,-68.5,10,0.0,1
4,1457673,-1.7353,40.6,29.26,-62.5,10,0.0,1
4,1458399,-1.6451,40.6,29.26,-62.5,10,0.0,1
4,1459125,-2.4114,39.6,29.26,-62.0,10,0.0,1
4,1459851,-2.0057,39.6,29.25,-62.5,10,0.0,1
4,1460577,-1.7127,39.6,29.26,-62.0,10,0.0,1
4,1461303,-3.2001,40.6,29.25,-62.5,10,0.0,1
4,1462029,-1.4648,40.6,29.26,-62.5,10,0.0,1
4,1462755,-2.8621,40.6,29.25,-62.5,10,0.0,1
4,1463481,-2.8621,40.6,29.25,-62.5,10,0.0,1
4,1464207,-2.7043,40.6,29.25,-68.5,10,0.0,1
4,1464933,-2.4790,40.6,29.26,-62.5,10,0.0,1
4,1465659,-2.1409,40.6,29.25,-62.5,10,0.0,1
4,1466385,-1.8480,39.6,29.25,-62.5,10,0.0,1
4,1467111,-2.0508,39.6,29.25,-62.0,10,0.0,1
4,1467837,-1.3522,39.6,29.26,-62.5,10,0.0,1
4,1468563,-1.9156,40.6,29.26,-68.5,10,0.0,1
4,1469289,-2.4564,40.6,29.26,-63.0,10,0.0,1
4,1470015,-1.7803,39.6,29.26,-62.5,10,0.0,1
4,1470741,-3.2677,39.6,29.26,-68.0,10,0.0,1
4,1471467,-3.2677,39.6,29.26,-68.0,10,0.0,1
4,1472193,-2.4790,39.6,29.26,-62.5,10,0.0,1
4,1472919,-2.3663,40.6,29.26,-68.5,10,0.0,1
4,1473645,-2.3212,40.6,29.25,-62.5,10,0.0,1
4,1474371,-3.3128,40.6,29.25,-62.5,10,0.0,1
4,1475097,-2.7043,40.6,29.26,-68.0,10,0.0,1
4,1475823,-2.4114,40.6,29.26,-68.0,10,0.0,1
4,1476549,-3.1776,39.6,29.26,-62.5,10,0.0,1
4,1477275,-1.3296,39.6,29.26,-68.5,10,0.0,1
4,1478001,-2.5240,39.6,29.26,-68.0,10,0.0,1
4,1478727,-3.1776,40.6,29.26,-62.5,10,0.0,1
4,1479453,-2.1635,40.6,29.26,-62.0,10,0.0,1
4,1480179,-2.5015,40.6,29.26,-68.5,10,0.0,1
4,1480905,-3.0874,40.6,29.26,-68.0,10,0.0,1
4,1481631,-3.2227,40.6,29.26,-62.5,10,0.0,1
4,1482357,-1.7353,40.6,29.26,-62.5,10,0.0,1
4,1483083,-2.2536,40.6,29.26,-62.5,10,0.0,1
4,1483809,-2.0959,40.6,29.26,-68.0,10,0.0,1
4,1484535,-3.0198,40.6,29.26,-62.5,10,0.0,1
4,1485261,-1.5099,39.6,29.26,-62.5,10,0.0,1
4,1485987,-3.1100,39.6,29.26,-62.0,10,0.0,1
4,1486713,-3.3579,40.6,29.26,-62.5,10,0.0,1
4,1487439,-2.2987,40.6,29.26,-62.5,10,0.0,1
4,1488165,-2.2761,40.6,29.26,-62.5,10,0.0,1
4,1488891,-2.2536,40.6,29.26,-62.5,10,0.0,1
4,1489617,-1.8029,40.6,29.26,-68.5,10,0.0,1
4,1490343,-2.7494,40.6,29.26,-68.0,10,0.0,1
4,1491069,-2.8846,39.6,29.26,-62.5,10,0.0,1
4,1491795,-2.7269,40.6,29.26,-62.5,10,0.0,1
4,1492521,-3.0198,40.6,29.26,-62.5,10,0.0,1
4,1493247,-3.0198,40.6,29.26,-62.5,10,0.0,1
4,1493973,-2.2761,40.6,29.26,-62.5,10,0.0,1
4,1494699,-2.0733,40.6,29.25,-62.5,10,0.0,1
4,1495425,-3.0874,40.6,29.26,-62.5,10,0.0,1
4,1496151,-2.3888,40.6,29.26,-62.0,10,0.0,1
4,1496877,-3.2001,40.6,29.26,-68.0,10,0.0,1
4,1497603,-2.3888,40.6,29.26,-62.5,10,0.0,1
4,1498329,-3.5156,40.6,29.26,-68.0,10,0.0,1
4,1499055,-3.1100,40.6,29.26,-68.5,10,0.0,1
4,1499781,-2.8395,40.6,29.26,-62.5,10,0.0,1
4,1500507,-2.6367,40.6,29.26,-68.0,10,0.0,1
4,1501233,-2.6367,40.6,29.26,-68.0,10,0.0,1
4,1501959,-2.0733,40.6,29.26,-62.5,10,0.0,1
4,1502685,-2.1635,40.6,29.26,-62.5,10,0.0,1
4,1503411,-3.2227,40.6,29.26,-68.0,10,0.0,1
4,1504137,-1.1944,40.6,29.26,-62.5,10,0.0,1
4,1504863,-2.5916,39.6,29.26,-62.0,10,0.0,1
4,1505589,-1.9832,40.6,29.26,-68.0,10,0.0,1
4,1506315,-2.0508,40.6,29.26,-68.5,10,0.0,1
4,1507041,-2.5691,40.6,29.26,-68.0,10,0.0,1
4,1507767,-3.0649,40.6,29.26,-62.5,10,0.0,1
4,1508493,-2.3663,40.6,29.26,-62.5,10,0.0,1
4,1509219,-2.3663,40.6,29.26,-62.5,10,0.0,1
4,1509945,-2.2761,39.6,29.26,-68.5,10,0.0,1
4,1510671,-2.0508,39.6,29.26,-62.5,10,0.0,1
4,1511397,-2.6367,39.6,29.26,-62.5,10,0.0,1
4,1512123,-3.4480,39.6,29.26,-62.0,10,0.0,1
4,1512849,-2.9973,40.6,29.26,-62.5,10,0.0,1
4,1513575,-2.2987,39.6,29.26,-68.5,10,0.0,1
4,1514301,-3.0424,40.6,29.26,-68.0,10,0.0,1
4,1515027,-3.2001,40.6,29.26,-68.5,10,0.0,1
4,1515753,-2.3437,40.6,29.26,-68.5,10,0.0,1
4,1516479,-2.9297,40.6,29.27,-62.5,10,0.0,1
4,1517205,-2.9297,39.6,29.26,-62.5,10,0.0,1
4,1517931,-1.6226,39.6,29.26,-62.0,10,0.0,1
4,1518657,-1.6677,39.6,29.26,-62.5,10,0.0,1
4,1519383,-1.9156,39.6,29.26,-62.5,10,0.0,1
4,1520109,-2.2761,40.6,29.26,-62.5,10,0.0,1
4,1520835,-2.7043,39.6,29.26,-62.5,10,0.0,1
4,1521561,-2.0733,39.6,29.26,-62.5,10,0.0,1
4,1522287,-2.6818,39.6,29.26,-62.5,10,0.0,1
4,1523013,-2.7043,39.6,29.26,-62.0,10,0.0,1
4,1523739,-2.4339,40.6,29.26,-62.5,10,0.0,1
4,1524465,-2.3888,39.6,29.26,-62.5,10,0.0,1
4,1525191,-2.3888,39.6,29.27,-62.5,10,0.0,1
4,1525917,-2.4564,38.6,29.26,-62.0,10,0.0,1
4,1526643,-1.7578,39.6,29.26,-62.5,10,0.0,1
4,1527369,-2.7043,39.6,29.26,-68.0,10,0.0,1
4,1528095,-2.1409,39.6,29.27,-62.0,10,0.0,1
4,1528821,-2.9072,39.6,29.27,-68.0,10,0.0,1
4,1529547,-2.5691,39.6,29.26,-62.5,10,0.0,1
4,1530273,-2.9748,40.6,29.26,-62.5,10,0.0,1
4,1530999,-2.6367,40.6,29.27,-62.5,10,0.0,1
4,1531725,-2.0057,39.6,29.26,-68.5,10,0.0,1
4,1532451,-2.4339,40.6,29.26,-62.0,10,0.0,1
4,1533177,-2.4339,40.6,29.27,-62.0,10,0.0,1
4,1533903,-2.2536,40.6,29.26,-68.5,10,0.0,1
4,1534629,-3.2227,40.6,29.26,-68.5,10,0.0,1
4,1535355,-1.9832,39.6,29.27,-68.0,10,0.0,1
4,1536081,-3.0424,40.6,29.27,-62.5,10,0.0,1
4,1536807,-1.3071,40.6,29.27,-68.0,10,0.0,1
4,1537533,-2.4564,40.6,29.26,-68.5,10,0.0,1
4,1538259,-2.0508,39.6,29.26,-62.5,10,0.0,1
4,1538985,-2.6818,39.6,29.26,-68.5,10,0.0,1
4,1539711,-2.1635,40.6,29.26,-62.5,10,0.0,1
4,1540437,-2.1635,40.6,29.26,-68.0,10,0.0,1
4,1541163,-2.3888,40.6,29.27,-62.5,10,0.0,1
4,1541889,-1.7578,40.6,29.27,-68.0,10,0.0,1
4,1542615,-3.1325,40.6,29.26,-68.0,10,0.0,1
4,1543341,-1.8480,40.6,29.27,-68.0,10,0.0,1
4,1544067,-2.4790,40.6,29.27,-62.5,10,0.0,1
4,1544793,-2.0282,40.6,29.27,-68.5,10,0.0,1
4,1545519,-2.7719,40.6,29.27,-62.0,10,0.0,1
4,1546245,-2.2311,40.6,29.26,-62.0,10,0.0,1
4,1546971,-33.7139,40.6,29.26,-62.5,10,0.0,0
4,1547697,-2.9297,40.6,29.27,-62.5,10,0.0,1
4,1548423,-1.8930,39.6,29.26,-62.5,10,0.0,1
4,1549149,-2.9973,40.6,29.26,-62.5,10,0.0,1
4,1549875,-1.6451,40.6,29.27,-62.0,10,0.0,1
4,1550601,-2.8170,40.6,29.27,-68.5,10,0.0,1
4,1551327,-2.1184,40.6,29.27,-68.0,10,0.0,1
4,1552053,-2.7945,39.6,29.27,-62.5,10,0.0,1
4,1552779,-2.6818,39.6,29.27,-62.5,10,0.0,1
4,1553505,-3.2227,39.6,29.27,-68.0,10,0.0,1
4,1554231,-2.9522,39.6,29.27,-62.5,10,0.0,1
4,1554957,-2.9522,40.6,29.27,-62.5,10,0.0,1
4,1555683,-2.1860,40.6,29.27,-68.0,10,0.0,1
4,1556409,-1.4874,39.6,29.27,-62.5,10,0.0,1
4,1557135,-2.7269,39.6,29.27,-62.5,10,0.0,1
4,1557861,-2.5015,39.6,29.27,-68.5,10,0.0,1
4,1558587,-1.8254,39.6,29.27,-68.5,10,0.0,1
4,1559313,-2.5916,40.6,29.27,-62.5,10,0.0,1
4,1560039,-2.8170,39.6,29.27,-62.5,10,0.0,1
4,1560765,-2.3888,39.6,29.27,-68.5,10,0.0,1
4,1561491,-1.8254,39.6,29.27,-62.5,10,0.0,1
4,1562217,-2.4564,40.6,29.27,-62.5,10,0.0,1
4,1562943,-2.4564,39.6,29.27,-62.5,10,0.0,1
4,1563669,-3.2452,40.6,29.27,-62.5,10,0.0,1
4,1564395,-1.7353,40.6,29.27,-68.0,10,0.0,1
4,1565121,-2.9072,40.6,29.27,-62.5,10,0.0,1
4,1565847,-2.9973,40.6,29.27,-62.5,10,0.0,1
4,1566573,-2.5015,40.6,29.27,-68.5,10,0.0,1
4,1567299,-2.3212,40.6,29.27,-68.5,10,0.0,1
4,1568025,-2.1635,40.6,29.27,-68.0,10,0.0,1
4,1568751,-2.0733,40.6,29.27,-68.0,10,0.0,1
4,1569477,-2.7269,40.6,29.27,-62.0,10,0.0,1
4,1570203,-1.9606,39.6,29.27,-68.0,10,0.0,1
4,1570929,-1.9606,39.6,29.27,-68.0,10,0.0,1
4,1571655,-3.2452,39.6,29.27,-62.5,10,0.0,1
4,1572381,-3.2227,39.6,29.27,-62.5,10,0.0,1
4,1573107,-2.1635,39.6,29.27,-68.5,10,0.0,1
4,1573833,-2.7719,40.6,29.27,-62.0,10,0.0,1
4,1574559,-3.0424,39.6,29.27,-68.5,10,0.0,1
4,1575285,-2.0733,39.6,29.27,-62.5,10,0.0,1
4,1576011,-2.9522,39.6,29.27,-62.5,10,0.0,1
4,1576737,-3.1550,40.6,29.27,-68.0,10,0.0,1
4,1577463,-2.4564,40.6,29.27,-62.5,10,0.0,1
4,1578189,-1.9606,39.6,29.27,-62.0,10,0.0,1
4,1578915,-1.9606,39.6,29.27,-62.0,10,0.0,1
4,1579641,-2.4564,38.6,29.28,-62.5,10,0.0,1
4,1580367,-2.4339,39.6,29.28,-62.5,10,0.0,1
4,1581093,-2.0057,39.6,29.28,-68.5,10,0.0,1
4,1581819,-3.0198,39.6,29.27,-62.5,10,0.0,1
5,1582545,-2.8395,39.6,29.27,-62.0,10,0.0,1
5,1583271,-2.4339,39.6,29.27,-62.5,10,0.0,1
5,1583997,-3.0424,39.6,29.27,-62.0,10,0.0,1
5,1584723,-2.4339,40.6,29.27,-62.5,10,0.0,1
5,1585449,-2.3437,40.6,29.27,-62.5,10,0.0,1
5,1586175,-2.5466,40.6,29.28,-68.0,10,0.0,1
5,1586901,-2.5466,40.6,29.27,-68.0,10,0.0,1
5,1587627,-1.4423,39.6,29.28,-68.0,10,0.0,1
5,1588353,-3.3353,40.6,29.27,-62.5,10,0.0,1
5,1589079,-3.0424,40.6,29.27,-62.5,10,0.0,1
5,1589805,-1.8254,40.6,29.27,-62.0,10,0.0,1
5,1590531,-3.2227,40.6,29.27,-62.5,10,0.0,1
5,1591257,-3.2001,39.6,29.27,-62.5,10,0.0,1
5,1591983,-2.9072,39.6,29.27,-68.5,10,0.0,1
5,1592709,-2.9973,39.6,29.27,-62.0,10,0.0,1
5,1593435,-3.3128,39.6,29.27,-68.0,10,0.0,1
5,1594161,-1.6226,39.6,29.28,-62.5,10,0.0,1
5,1594887,-2.3663,39.6,29.28,-68.5,10,0.0,1
5,1595613,-3.6959,39.6,29.28,-62.5,10,0.0,1
5,1596339,-2.4339,39.6,29.28,-62.0,10,0.0,1
5,1597065,-1.6451,40.6,29.28,-68.5,10,0.0,1
5,1597791,-3.6283,40.6,29.28,-68.5,10,0.0,1
5,1598517,-3.1550,40.6,29.27,-62.5,10,0.0,1
5,1599243,-2.5466,40.6,29.28,-62.5,10,0.0,1
5,1599969,-2.5691,40.6,29.27,-68.5,10,0.0,1
5,1600695,-3.0198,40.6,29.27,-68.5,10,0.0,1
5,1601421,-2.1635,39.6,29.28,-62.5,10,0.0,1
5,1602147,-2.0282,39.6,29.28,-62.0,10,0.0,1
5,1602873,-2.3437,39.6,29.28,-62.5,10,0.0,1
5,1603599,-3.2452,39.6,29.28,-68.5,10,0.0,1
5,1604325,-1.9381,40.6,29.28,-68.0,10,0.0,1
5,1605051,-2.0733,40.6,29.27,-62.0,10,0.0,1
5,1605777,-3.2677,40.6,29.28,-62.5,10,0.0,1
5,1606503,-3.3128,40.6,29.28,-68.5,10,0.0,1
5,1607229,-2.0733,40.6,29.28,-68.5,10,0.0,1
5,1607955,-2.9973,40.6,29.28,-62.5,10,0.0,1
5,1608681,-2.9973,40.6,29.28,-62.5,10,0.0,1
5,1609407,-2.2987,40.6,29.28,-62.5,10,0.0,1
5,1610133,-2.4114,40.6,29.28,-62.5,10,0.0,1
5,1610859,-2.8846,40.6,29.28,-62.5,10,0.0,1
5,1611585,-2.6818,39.6,29.28,-68.0,10,0.0,1
5,1612311,-2.1860,40.6,29.28,-62.5,10,0.0,1
5,1613037,-2.5916,39.6,29.27,-62.5,10,0.0,1
5,1613763,-1.3747,40.6,29.28,-62.0,10,0.0,1
5,1614489,-2.4564,39.6,29.28,-68.5,10,0.0,1
5,1615215,-1.7353,39.6,29.28,-68.0,10,0.0,1
5,1615941,-3.1325,40.6,29.28,-62.5,10,0.0,1
5,1616667,-3.1325,40.6,29.28,-62.5,10,0.0,1
5,1617393,-2.0282,40.6,29.27,-68.0,10,0.0,1
5,1618119,-1.6451,39.6,29.28,-68.0,10,0.0,1
5,1618845,-2.4564,38.6,29.28,-62.5,10,0.0,1
5,1619571,-1.5550,39.6,29.28,-62.5,10,0.0,1
5,1620297,-2.6142,39.6,29.28,-68.0,10,0.0,1
5,1621023,-2.2761,39.6,29.28,-68.5,10,0.0,1
5,1621749,-1.2395,40.6,29.27,-68.5,10,0.0,1
5,1622475,-2.8170,40.6,29.28,-68.5,10,0.0,1
5,1623201,-1.9606,40.6,29.28,-62.5,10,0.0,1
5,1623927,-3.2677,39.6,29.28,-68.0,10,0.0,1
5,1624653,-3.2677,39.6,29.28,-68.0,10,0.0,1
5,1625379,-1.3747,38.6,29.28,-62.5,10,0.0,1
5,1626105,-1.9606,38.6,29.28,-62.5,10,0.0,1
5,1626831,-1.5775,39.6,29.28,-68.5,10,0.0,1
5,1627557,-3.0198,39.6,29.28,-62.5,10,0.0,1
5,1628283,-3.1325,39.6,29.28,-62.0,10,0.0,1
5,1629009,-2.5015,39.6,29.28,-68.0,10,0.0,1
5,1629735,-2.6593,40.6,29.29,-62.5,10,0.0,1
5,1630461,-1.7803,40.6,29.28,-68.5,10,0.0,1
5,1631187,-2.6593,40.6,29.29,-62.0,10,0.0,1
5,1631913,-3.3579,40.6,29.28,-62.5,10,0.0,1
5,1632639,-3.3579,40.6,29.28,-62.5,10,0.0,1
5,1633365,-2.2536,39.6,29.28,-62.5,10,0.0,1
5,1634091,-2.6818,40.6,29.28,-62.5,10,0.0,1
5,1634817,-2.4564,40.6,29.28,-62.5,10,0.0,1
5,1635543,-2.5691,40.6,29.29,-62.5,10,0.0,1
5,1636269,-3.6058,40.6,29.29,-62.5,10,0.0,1
5,1636995,-2.5466,40.6,29.29,-62.5,10,0.0,1
5,1637721,-2.1184,40.6,29.28,-68.5,10,0.0,1
5,1638447,-2.9973,40.6,29.29,-62.5,10,0.0,1
5,1639173,-2.2536,40.6,29.29,-68.5,10,0.0,1
5,1639899,-2.2761,40.6,29.29,-62.5,10,0.0,1
5,1640625,-2.2761,39.6,29.29,-62.5,10,0.0,1
5,1641351,-3.1550,40.6,29.29,-68.0,10,0.0,1
5,1642077,-2.1409,40.6,29.28,-62.5,10,0.0,1
5,1642803,-3.1776,40.6,29.28,-62.5,10,0.0,1
5,1643529,-3.1325,39.6,29.28,-62.0,10,0.0,1
5,1644255,-2.2311,40.6,29.28,-62.5,10,0.0,1
5,1644981,-1.6902,39.6,29.28,-62.5,10,0.0,1
5,1645707,-1.9832,40.6,29.28,-62.5,10,0.0,1
5,1646433,-2.0282,39.6,29.28,-62.5,10,0.0,1
5,1647159,-2.3437,40.6,29.28,-68.0,10,0.0,1
5,1647885,-1.6001,40.6,29.29,-62.0,10,0.0,1
5,1648611,-2.1635,40.6,29.28,-62.5,10,0.0,1
5,1649337,-1.6001,40.6,29.28,-68.5,10,0.0,1
5,1650063,-3.2903,40.6,29.28,-68.0,10,0.0,1
5,1650789,-2.3437,40.6,29.28,-68.0,10,0.0,1
5,1651515,-1.8029,40.6,29.29,-62.5,10,0.0,1
5,1652241,-2.3212,40.6,29.29,-62.5,10,0.0,1
5,1652967,-1.3747,39.6,29.29,-62.5,10,0.0,1
5,1653693,-1.9606,39.6,29.28,-68.0,10,0.0,1
5,1654419,-3.8987,38.6,29.28,-62.5,10,0.0,1
5,1655145,-2.2987,39.6,29.29,-62.0,10,0.0,1
5,1655871,-1.2620,38.6,29.28,-62.5,10,0.0,1
5,1656597,-3.0874,39.6,29.28,-62.5,10,0.0,1
5,1657323,-2.5015,39.6,29.29,-68.5,10,0.0,1
5,1658049,-2.0959,39.6,29.28,-62.5,10,0.0,1
5,1658775,-3.1776,39.6,29.28,-62.5,10,0.0,1
5,1659501,-2.0733,39.6,29.28,-62.0,10,0.0,1
5,1660227,-1.5325,39.6,29.28,-62.5,10,0.0,1
5,1660953,-1.4198,39.6,29.29,-62.0,10,0.0,1
5,1661679,-1.8480,39.6,29.28,-62.5,10,0.0,1
5,1662405,-1.8480,40.6,29.29,-62.5,10,0.0,1
5,1663131,-2.9072,40.6,29.28,-62.5,10,0.0,1
5,1663857,-2.6142,40.6,29.28,-62.5,10,0.0,1
5,1664583,-1.7127,39.6,29.28,-62.5,10,0.0,1
5,1665309,-3.0874,39.6,29.28,-62.0,10,0.0,1
5,1666035,-2.7043,40.6,29.29,-62.5,10,0.0,1
5,1666761,-2.0733,40.6,29.29,-68.0,10,0.0,1
5,1667487,-2.4114,39.6,29.28,-68.0,10,0.0,1
5,1668213,-1.7353,39.6,29.28,-62.5,10,0.0,1
5,1668939,-2.4790,39.6,29.28,-62.0,10,0.0,1
5,1669665,-1.8254,39.6,29.28,-62.5,10,0.0,1
5,1670391,-1.8254,39.6,29.29,-62.5,10,0.0,1
5,1671117,-2.6593,39.6,29.29,-62.5,10,0.0,1
5,1671843,-2.2987,40.6,29.29,-62.5,10,0.0,1
5,1672569,-2.2085,40.6,29.29,-62.5,10,0.0,1
5,1673295,-2.3888,40.6,29.29,-68.0,10,0.0,1
5,1674021,-2.1184,40.6,29.29,-68.0,10,0.0,1
5,1674747,-2.8395,39.6,29.29,-68.0,10,0.0,1
5,1675473,-1.6677,39.6,29.29,-62.5,10,0.0,1
5,1676199,-1.8480,38.6,29.29,-68.0,10,0.0,1
5,1676925,-2.3663,38.6,29.29,-62.5,10,0.0,1
5,1677651,-1.6226,38.6,29.29,-68.5,10,0.0,1
5,1678377,-1.6226,39.6,29.29,-68.5,10,0.0,1
5,1679103,-2.2085,39.6,29.29,-62.0,10,0.0,1
5,1679829,-2.6593,39.6,29.29,-62.5,10,0.0,1
5,1680555,-2.2536,39.6,29.29,-68.5,10,0.0,1
5,1681281,-2.9522,40.6,29.29,-62.5,10,0.0,1
5,1682007,-1.3296,40.6,29.29,-62.5,10,0.0,1
5,1682733,-2.8170,39.6,29.29,-68.5,10,0.0,1
5,1683459,-2.5691,39.6,29.29,-68.0,10,0.0,1
5,1684185,-2.5916,39.6,29.29,-62.5,10,0.0,1
5,1684911,-2.4564,39.6,29.29,-62.5,10,0.0,1
5,1685637,-2.7269,39.6,29.29,-62.5,10,0.0,1
5,1686363,-2.7269,39.6,29.29,-62.5,10,0.0,1
5,1687089,-1.7353,40.6,29.29,-68.5,10,0.0,1
5,1687815,-2.2536,39.6,29.29,-62.5,10,0.0,1
5,1688541,-2.2987,40.6,29.29,-62.5,10,0.0,1
5,1689267,-2.4339,40.6,29.28,-62.5,10,0.0,1
