--- Terminal on /dev/ttyACM2 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
42573,3.4931,39.6,30.91
43295,3.6959,39.6,30.91
44017,4.2368,39.6,30.91
44739,4.3945,40.6,30.91
45461,3.5832,40.6,30.91
46183,4.4396,39.6,30.92
46905,2.8395,39.6,30.92
47627,3.3804,39.6,30.91
48349,2.6818,40.6,30.92
49071,3.9889,40.6,30.92
49793,3.4931,39.6,30.92
50515,4.3269,40.6,30.92
51237,3.9889,40.6,30.92
51959,2.6367,40.6,30.92
52681,2.5691,39.6,30.92
53403,3.4480,38.6,30.92
54125,3.3804,38.6,30.93
54847,2.5691,39.6,30.93
55569,3.3804,39.6,30.93
56291,3.1776,39.6,30.93
57013,2.6142,39.6,30.94
57735,4.2142,39.6,30.93
58457,3.3353,38.6,30.93
59179,3.3353,39.6,30.93
59901,3.6959,40.6,30.94
60623,3.3128,40.6,30.93
61345,2.9522,39.6,30.94
62067,3.6058,39.6,30.93
62789,4.1917,39.6,30.93
63511,3.7184,39.6,30.93
64233,2.8170,40.6,30.93
64955,2.8846,39.6,30.94
65677,3.9889,39.6,30.94
66399,3.5156,39.6,30.94
67121,2.7043,40.6,30.94
67843,4.1241,39.6,30.94
68565,3.8537,40.6,30.94
69287,2.3663,40.6,30.94
70009,2.8395,40.6,30.94
70731,2.7269,40.6,30.94
71453,2.5916,39.6,30.94
72175,2.5916,39.6,30.94
72897,2.4564,39.6,30.95
73619,3.1325,38.6,30.95
74341,4.1241,39.6,30.95
75063,3.1550,38.6,30.94
# [n=100] mean=3.2959 m  sigma=0.7932 m  die=38.6 C  CalVal=14
75785,3.1550,38.6,30.95
76507,2.7719,38.6,30.95
77229,1.5550,39.6,30.95
77951,3.7861,39.6,30.94
78673,3.6508,39.6,30.95
79395,2.8846,39.6,30.95
