pass_num,gain_set,t_ms,raw_m,die_c,amb_c,rssi_dbm,gain_step,snr_db,rssi_sync,kept
1,13,28174,4.3269,40.6,29.28,-41.0,13,0.0,-35.5,1
1,13,28900,4.2593,40.6,29.29,-41.0,13,0.0,-35.5,1
1,13,29626,4.1692,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,30352,4.0565,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,31078,5.2509,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,31804,4.5748,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,32530,3.5607,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,33256,3.9213,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,33982,4.1016,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,34708,4.5297,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,35434,4.5297,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,36160,3.8762,40.6,29.29,-41.0,13,0.0,-35.5,1
1,13,36886,4.1466,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,37612,3.8537,40.6,29.29,-41.0,13,0.0,-35.5,1
1,13,38338,3.9213,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,39064,5.3185,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,39790,4.2142,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,40516,4.1466,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,41242,4.6875,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,41968,3.7861,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,42694,3.8987,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,43420,4.6650,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,44146,4.5523,38.6,29.28,-41.0,13,0.0,-35.5,1
1,13,44872,4.3269,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,45598,4.1692,38.6,29.28,-41.0,13,0.0,-35.5,1
1,13,46324,3.4255,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,47050,4.8678,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,47776,3.4255,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,48502,4.3720,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,49228,4.0565,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,49954,4.5748,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,50680,4.7326,39.6,29.28,-40.5,13,0.0,-35.5,1
1,13,51406,5.3861,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,52132,3.7184,39.6,29.29,-41.0,13,0.0,-35.5,1
1,13,52858,4.0790,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,53584,4.2368,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,54310,4.3044,40.6,29.28,-41.0,13,0.0,-35.5,1
1,13,55036,3.3804,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,55762,4.7100,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,56488,4.3495,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,57214,4.3495,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,57940,3.9663,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,58666,5.1382,40.6,29.28,-41.0,13,0.0,-35.5,1
1,13,59392,3.4931,40.6,29.28,-41.0,13,0.0,-35.5,1
1,13,60118,3.5607,40.6,29.28,-41.0,13,0.0,-35.5,1
1,13,60844,3.2452,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,61570,5.4763,38.6,29.28,-41.0,13,0.0,-35.5,1
1,13,62296,3.4480,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,63022,3.0874,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,63748,4.1466,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,64474,4.7551,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,65200,4.7551,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,65926,4.6199,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,66652,3.5832,39.6,29.28,-41.0,13,0.0,-35.5,1
1,13,67378,5.0706,40.6,29.28,-41.0,13,0.0,-35.5,1
1,13,68104,5.2960,40.6,29.27,-41.0,13,0.0,-35.5,1
1,13,68830,3.4029,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,69556,4.3945,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,70282,3.4029,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,71008,4.0340,38.6,29.27,-41.0,13,0.0,-35.5,1
1,13,71734,4.2142,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,72460,5.0255,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,73186,5.0255,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,73912,5.2509,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,74638,4.2819,39.6,29.27,-40.5,13,0.0,-35.5,1
1,13,75364,3.4706,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,76090,4.7100,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,76816,4.7551,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,77542,3.4931,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,78268,4.3269,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,78994,3.8311,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,79720,4.3044,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,80446,4.8678,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,81172,4.8678,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,81898,3.8762,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,82624,3.6058,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,83350,3.7410,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,84076,4.4396,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,84802,3.0649,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,85528,4.9129,40.6,29.26,-41.0,13,0.0,-35.5,1
1,13,86254,4.8678,40.6,29.27,-41.0,13,0.0,-35.5,1
1,13,86980,4.3269,40.6,29.27,-40.5,13,0.0,-35.5,1
1,13,87706,3.9889,40.6,29.27,-41.0,13,0.0,-35.5,1
1,13,88432,3.1776,40.6,29.26,-41.0,13,0.0,-35.5,1
1,13,89158,3.1776,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,89884,3.8311,39.6,29.27,-41.0,13,0.0,-35.5,1
1,13,90610,4.7100,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,91336,4.0565,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,92062,4.1917,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,92788,4.2368,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,93514,4.1466,38.6,29.26,-41.0,13,0.0,-35.5,1
1,13,94240,4.0790,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,94966,3.4029,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,95692,5.0481,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,96418,3.9889,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,97144,3.8537,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,97870,4.1692,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,98596,3.6283,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,99322,4.3044,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,100048,3.8762,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,100774,4.9579,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,101500,3.5382,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,102226,3.8762,39.6,29.26,-40.5,13,0.0,-35.5,1
1,13,102952,3.3579,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,103678,3.4706,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,104404,3.6058,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,105130,5.2058,39.6,29.26,-41.0,13,0.0,-35.5,1
1,13,105856,4.3720,40.6,29.25,-40.5,13,0.0,-35.5,1
1,13,106582,5.0255,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,107308,4.2142,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,108034,4.1241,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,108760,3.3804,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,109486,3.4480,39.6,29.24,-41.0,13,0.0,-35.5,1
1,13,110212,3.6959,39.6,29.25,-40.5,13,0.0,-35.5,1
1,13,110938,3.6959,39.6,29.25,-40.5,13,0.0,-35.5,1
1,13,111664,5.0931,39.6,29.25,-40.5,13,0.0,-35.5,1
1,13,112390,4.2368,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,113116,3.8311,40.6,29.25,-41.0,13,0.0,-35.5,1
1,13,113842,3.8762,40.6,29.25,-41.0,13,0.0,-35.5,1
1,13,114568,4.1016,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,115294,4.2142,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,116020,3.9213,38.6,29.25,-41.0,13,0.0,-35.5,1
1,13,116746,4.2368,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,117472,4.2142,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,118198,4.0790,39.6,29.25,-41.0,13,0.0,-35.5,1
1,13,118924,4.0790,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,119650,4.0565,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,120376,4.1692,39.6,29.24,-41.0,13,0.0,-35.5,1
1,13,121102,4.8002,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,121828,4.0790,39.6,29.24,-41.0,13,0.0,-35.5,1
1,13,122554,4.1016,39.6,29.24,-41.0,13,0.0,-35.5,1
1,13,123280,3.2227,39.6,29.24,-41.0,13,0.0,-35.5,1
1,13,124006,4.0790,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,124732,4.2368,38.6,29.24,-41.0,13,0.0,-35.5,1
1,13,125458,3.8987,39.6,29.24,-41.0,13,0.0,-35.5,1
1,13,126184,4.8903,40.6,29.24,-41.0,13,0.0,-35.5,1
1,13,126910,4.8903,38.6,29.23,-41.0,13,0.0,-35.5,1
1,13,127636,4.5072,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,128362,4.1016,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,129088,3.6959,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,129814,4.0790,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,130540,4.5297,40.6,29.24,-41.0,13,0.0,-35.5,1
1,13,131266,3.4480,39.6,29.23,-40.5,13,0.0,-35.5,1
1,13,131992,4.1917,39.6,29.23,-40.5,13,0.0,-35.5,1
1,13,132718,4.0340,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,133444,4.0114,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,134170,3.4029,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,134896,3.4029,39.6,29.22,-41.0,13,0.0,-35.5,1
1,13,135622,4.1241,39.6,29.22,-41.0,13,0.0,-35.5,1
1,13,136348,4.2819,40.6,29.22,-41.0,13,0.0,-35.5,1
1,13,137074,4.3269,39.6,29.22,-41.0,13,0.0,-35.5,1
1,13,137800,4.3945,39.6,29.23,-41.0,13,0.0,-35.5,1
1,13,138526,4.5072,39.6,29.22,-40.5,13,0.0,-35.5,1
1,13,139252,4.4171,39.6,29.22,-41.0,13,0.0,-35.5,1
1,13,139978,4.1917,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,140704,3.8762,39.6,29.22,-41.0,13,0.0,-35.5,1
1,13,141430,4.4171,40.6,29.22,-41.0,13,0.0,-35.5,1
1,13,142156,4.8678,39.6,29.22,-41.0,13,0.0,-35.5,1
1,13,142882,4.8678,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,143608,4.2142,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,144334,3.3579,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,145060,3.5382,38.6,29.21,-41.0,13,0.0,-35.5,1
1,13,145786,3.5156,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,146512,3.1776,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,147238,4.0790,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,147964,4.6875,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,148690,4.9805,40.6,29.21,-40.5,13,0.0,-35.5,1
1,13,149416,3.0649,40.6,29.21,-41.0,13,0.0,-35.5,1
1,13,150142,3.6283,40.6,29.21,-41.0,13,0.0,-35.5,1
1,13,150868,3.7635,40.6,29.21,-41.0,13,0.0,-35.5,1
1,13,151594,4.5523,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,152320,5.2058,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,153046,4.2819,38.6,29.21,-41.0,13,0.0,-35.5,1
1,13,153772,4.4847,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,154498,4.3044,39.6,29.21,-41.0,13,0.0,-35.5,1
1,13,155224,4.9129,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,155950,3.4706,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,156676,4.1917,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,157402,4.3720,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,158128,5.0706,40.6,29.20,-41.0,13,0.0,-35.5,1
1,13,158854,5.1608,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,159580,4.3495,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,160306,4.3269,40.6,29.20,-41.0,13,0.0,-35.5,1
1,13,161032,4.9805,40.6,29.20,-41.0,13,0.0,-35.5,1
1,13,161758,4.9129,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,162484,4.3945,40.6,29.20,-41.0,13,0.0,-35.5,1
1,13,163210,4.9805,40.6,29.19,-41.0,13,0.0,-35.5,1
1,13,163936,4.8227,39.6,29.20,-40.5,13,0.0,-35.5,1
1,13,164662,-4.1466,39.6,29.19,-41.0,13,0.0,-35.5,0
1,13,165388,4.4171,40.6,29.20,-41.0,13,0.0,-35.5,1
1,13,166114,4.0565,40.6,29.19,-40.5,13,0.0,-35.5,1
1,13,166840,4.3720,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,167566,3.9438,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,168292,4.2819,39.6,29.20,-41.0,13,0.0,-35.5,1
1,13,169018,5.4537,40.6,29.19,-41.0,13,0.0,-35.5,1
1,13,169744,3.4480,40.6,29.19,-41.0,13,0.0,-35.5,1
1,13,170470,4.6424,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,171196,4.1917,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,171922,3.9889,39.6,29.19,-40.5,13,0.0,-35.5,1
1,13,172648,3.9889,39.6,29.18,-40.5,13,0.0,-35.5,1
1,13,173374,3.6508,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,174100,3.5382,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,174826,4.5297,38.6,29.18,-41.0,13,0.0,-35.5,1
1,13,175552,4.3269,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,176278,4.3044,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,177004,4.6424,39.6,29.19,-41.0,13,0.0,-35.5,1
1,13,177730,5.2284,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,178456,4.2142,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,179182,3.6508,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,179908,4.4396,40.6,29.18,-41.0,13,0.0,-35.5,1
1,13,180634,4.4396,40.6,29.18,-41.0,13,0.0,-35.5,1
1,13,181360,5.2734,40.6,29.18,-41.0,13,0.0,-35.5,1
1,13,182086,3.4931,39.6,29.18,-40.5,13,0.0,-35.5,1
1,13,182812,3.5156,38.6,29.18,-41.0,13,0.0,-35.5,1
1,13,183538,3.5156,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,184264,3.5607,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,184990,4.4396,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,185716,4.6199,38.6,29.17,-41.0,13,0.0,-35.5,1
1,13,186442,4.3269,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,187168,4.9579,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,187894,4.1016,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,188620,4.1016,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,189346,4.2368,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,190072,5.1833,39.6,29.18,-41.0,13,0.0,-35.5,1
1,13,190798,3.6058,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,191524,4.5072,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,192250,4.4171,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,192976,4.8678,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,193702,4.4171,39.6,29.17,-40.5,13,0.0,-35.5,1
1,13,194428,3.4255,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,195154,4.4171,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,195880,3.8987,40.6,29.17,-41.0,13,0.0,-35.5,1
1,13,196606,3.8987,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,197332,4.1016,40.6,29.17,-40.5,13,0.0,-35.5,1
1,13,198058,4.1016,40.6,29.17,-41.0,13,0.0,-35.5,1
1,13,198784,5.1608,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,199510,4.3495,38.6,29.16,-41.0,13,0.0,-35.5,1
1,13,200236,4.3044,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,200962,4.5523,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,201688,5.0931,39.6,29.17,-41.0,13,0.0,-35.5,1
1,13,202414,4.2593,40.6,29.16,-41.0,13,0.0,-35.5,1
1,13,203140,3.9663,40.6,29.16,-41.0,13,0.0,-35.5,1
1,13,203866,3.0649,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,204592,3.0649,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,205318,4.1016,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,206044,4.5523,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,206770,5.0030,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,207496,3.5832,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,208222,4.3945,39.6,29.16,-41.0,13,0.0,-35.5,1
1,13,208948,5.2960,38.6,29.16,-41.0,13,0.0,-35.5,1
1,13,209674,5.2734,38.6,29.16,-41.0,13,0.0,-35.5,1
1,13,210400,4.1917,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,211126,3.7184,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,211852,4.9579,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,212578,5.3861,40.6,29.15,-41.0,13,0.0,-35.5,1
1,13,213304,4.3720,40.6,29.15,-41.0,13,0.0,-35.5,1
1,13,214030,4.3044,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,214756,4.3269,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,215482,4.8678,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,216208,4.3495,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,216934,4.3044,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,217660,5.3861,40.6,29.15,-41.0,13,0.0,-35.5,1
1,13,218386,3.1100,40.6,29.15,-40.5,13,0.0,-35.5,1
1,13,219112,4.3269,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,219838,4.6650,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,220564,4.7326,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,221290,4.5974,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,222016,3.5382,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,222742,3.8762,38.6,29.14,-41.0,13,0.0,-35.5,1
1,13,223468,3.6283,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,224194,4.6875,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,224920,4.6424,38.6,29.14,-40.5,13,0.0,-35.5,1
1,13,225646,4.2142,38.6,29.14,-41.0,13,0.0,-35.5,1
1,13,226372,4.2142,39.6,29.15,-41.0,13,0.0,-35.5,1
1,13,227098,3.5156,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,227824,4.5523,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,228550,5.2509,39.6,29.14,-40.5,13,0.0,-35.5,1
1,13,229276,3.6734,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,230002,4.1016,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,230728,5.2960,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,231454,4.9805,40.6,29.14,-41.0,13,0.0,-35.5,1
1,13,232180,4.2368,40.6,29.14,-40.5,13,0.0,-35.5,1
1,13,232906,3.9889,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,233632,3.7861,39.6,29.14,-41.0,13,0.0,-35.5,1
1,13,234358,3.7861,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,235084,4.1016,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,235810,4.5523,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,236536,4.3495,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,237262,3.7861,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,237988,3.3804,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,238714,4.7551,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,239440,4.0114,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,240166,4.0790,39.6,29.13,-40.5,13,0.0,-35.5,1
1,13,240892,3.3804,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,241618,4.6199,40.6,29.13,-41.0,13,0.0,-35.5,1
1,13,242344,4.6199,40.6,29.13,-41.0,13,0.0,-35.5,1
1,13,243070,3.8987,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,243796,5.2734,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,244522,3.8311,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,245248,4.9579,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,245974,4.7326,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,246700,4.3945,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,247426,3.8987,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,248152,4.0790,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,248878,4.4396,39.6,29.13,-41.0,13,0.0,-35.5,1
1,13,249604,4.5748,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,250330,4.5748,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,251056,4.8903,40.6,29.12,-41.0,13,0.0,-35.5,1
1,13,251782,5.0706,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,252508,4.9354,40.6,29.12,-41.0,13,0.0,-35.5,1
1,13,253234,4.1241,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,253960,4.1917,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,254686,3.9889,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,255412,4.4396,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,256138,4.5297,40.6,29.11,-41.0,13,0.0,-35.5,1
1,13,256864,4.2819,40.6,29.11,-41.0,13,0.0,-35.5,1
1,13,257590,3.6734,39.6,29.12,-41.0,13,0.0,-35.5,1
1,13,258316,3.6734,40.6,29.11,-41.0,13,0.0,-35.5,1
1,13,259042,4.3720,40.6,29.12,-41.0,13,0.0,-35.5,1
1,13,259768,4.2819,40.6,29.11,-41.0,13,0.0,-35.5,1
1,13,260494,4.9805,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,261220,4.3495,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,261946,4.3720,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,262672,3.5156,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,263398,4.2142,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,264124,4.3044,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,264850,3.5382,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,265576,4.7326,38.6,29.11,-41.0,13,0.0,-35.5,1
1,13,266302,4.7100,38.6,29.11,-41.0,13,0.0,-35.5,1
1,13,267028,4.8227,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,267754,3.4706,39.6,29.11,-41.0,13,0.0,-35.5,1
1,13,268480,5.2058,40.6,29.11,-41.0,13,0.0,-35.5,1
1,13,269206,5.1157,40.6,29.11,-41.0,13,0.0,-35.5,1
1,13,269932,4.6424,40.6,29.11,-40.5,13,0.0,-35.5,1
1,13,270658,4.3720,39.6,29.10,-41.0,13,0.0,-35.5,1
