pass_num,gain_set,t_ms,raw_m,die_c,amb_c,rssi_dbm,gain_step,snr_db,rssi_sync,kept
1,13,29626,-1.3522,39.6,29.50,-48.5,13,0.0,-35.5,1
1,13,30352,-2.6367,39.6,29.51,-48.5,13,0.0,-35.5,1
1,13,31078,-1.8705,40.6,29.50,-48.5,13,0.0,-35.5,1
1,13,31804,-1.8930,40.6,29.51,-48.0,13,0.0,-35.5,1
1,13,32530,-2.8170,40.6,29.51,-48.0,13,0.0,-35.5,1
1,13,33256,-2.4790,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,33982,-2.1860,39.6,29.51,-48.0,13,0.0,-35.5,1
1,13,34708,-1.7803,39.6,29.51,-48.5,13,0.0,-35.5,1
1,13,35434,-2.5466,39.6,29.51,-48.5,13,0.0,-35.5,1
1,13,36160,-2.5466,38.6,29.52,-48.5,13,0.0,-35.5,1
1,13,36886,-1.9832,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,37612,-2.5916,38.6,29.51,-48.5,13,0.0,-35.5,1
1,13,38338,-1.8480,39.6,29.52,-48.0,13,0.0,-35.5,1
1,13,39064,-1.0817,39.6,29.51,-48.5,13,0.0,-35.5,1
1,13,39790,-2.5240,39.6,29.52,-48.0,13,0.0,-35.5,1
1,13,40516,-2.9748,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,41242,-1.8705,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,41968,-0.7212,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,42694,-3.2452,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,43420,-1.2169,39.6,29.52,-48.0,13,0.0,-35.5,1
1,13,44146,-1.2169,39.6,29.52,-48.0,13,0.0,-35.5,1
1,13,44872,-2.8621,40.6,29.53,-48.5,13,0.0,-35.5,1
1,13,45598,-1.8930,39.6,29.53,-48.5,13,0.0,-35.5,1
1,13,46324,-2.1860,40.6,29.52,-48.5,13,0.0,-35.5,1
1,13,47050,-2.2311,40.6,29.52,-48.5,13,0.0,-35.5,1
1,13,47776,-1.6001,40.6,29.53,-48.5,13,0.0,-35.5,1
1,13,48502,-2.7719,40.6,29.53,-48.5,13,0.0,-35.5,1
1,13,49228,-1.9156,39.6,29.53,-48.0,13,0.0,-35.5,1
1,13,49954,-1.6677,39.6,29.53,-48.5,13,0.0,-35.5,1
1,13,50680,-2.0282,40.6,29.53,-48.5,13,0.0,-35.5,1
1,13,51406,-1.4648,39.6,29.53,-48.5,13,0.0,-35.5,1
1,13,52132,-1.8480,39.6,29.52,-48.5,13,0.0,-35.5,1
1,13,52858,-2.8395,40.6,29.53,-48.5,13,0.0,-35.5,1
1,13,53584,-2.4790,39.6,29.53,-48.0,13,0.0,-35.5,1
1,13,54310,-1.8705,38.6,29.54,-48.0,13,0.0,-35.5,1
1,13,55036,-2.2987,39.6,29.53,-48.5,13,0.0,-35.5,1
1,13,55762,-1.0817,39.6,29.53,-48.5,13,0.0,-35.5,1
