--- Terminal on /dev/ttyACM2 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
8913,24.6,23.22
9615,24.6,23.21
10317,24.6,23.19
11019,24.6,23.18
11721,24.6,23.17
12423,24.6,23.15
13125,24.6,23.14
13827,25.6,23.13
14529,25.6,23.12
15231,25.6,23.10
15933,25.6,23.08
16635,25.6,23.07
17337,25.6,23.06
18039,25.6,23.04
18741,25.6,23.02
19443,25.6,23.01
20145,25.6,22.99
20847,25.6,22.98
21549,25.6,22.95
22251,26.6,22.93
22953,26.6,22.92
23655,27.6,22.90
24357,26.6,22.88
25059,26.6,22.87
25761,26.6,22.85
26463,26.6,22.83
27165,26.6,22.82
27867,26.6,22.81
28569,26.6,22.79
29271,26.6,22.76
29973,25.6,22.75
30675,26.6,22.73
31377,26.6,22.72
32079,26.6,22.69
32781,26.6,22.68
33483,26.6,22.66
34185,26.6,22.64
34887,26.6,22.63
35589,26.6,22.61
36291,26.6,22.59
36993,26.6,22.57
37695,27.6,22.56
38397,27.6,22.54
39099,27.6,22.52
39801,26.6,22.50
40503,26.6,22.49
41205,27.6,22.45
41907,27.6,22.43
42609,27.6,22.42
43311,27.6,22.40
44013,27.6,22.38
44715,27.6,22.36
45417,27.6,22.34
46119,27.6,22.32
46821,27.6,22.30
47523,27.6,22.28
48225,27.6,22.26
48927,27.6,22.24
49629,27.6,22.22
50331,27.6,22.20
51033,27.6,22.18
51735,27.6,22.16
52437,27.6,22.13
53139,27.6,22.11
53841,27.6,22.09
54543,27.6,22.07
55245,27.6,22.05
55947,27.6,22.03
56649,26.6,22.01
57351,27.6,21.98
58053,27.6,21.97
58755,27.6,21.95
59457,27.6,21.92
60159,27.6,21.90
60861,27.6,21.89
61563,27.6,21.86
62265,27.6,21.84
62967,27.6,21.82
63669,27.6,21.79
64371,27.6,21.77
65073,27.6,21.75
65775,27.6,21.73
66477,27.6,21.70
67179,26.6,21.68
67881,27.6,21.66
68583,27.6,21.64
69285,27.6,21.61
69987,27.6,21.59
70689,27.6,21.57
71391,27.6,21.55
72093,27.6,21.52
72795,27.6,21.50
73497,27.6,21.47
74199,27.6,21.46
74901,27.6,21.43
75603,27.6,21.42
76305,27.6,21.39
77007,27.6,21.37
77709,27.6,21.35
78411,27.6,21.33
79113,27.6,21.31
79815,27.6,21.29
80517,27.6,21.26
81219,27.6,21.24
81921,27.6,21.22
82623,27.6,21.20
83325,27.6,21.18
84027,27.6,21.15
84729,27.6,21.13
85431,27.6,21.11
86133,27.6,21.08
86835,28.6,21.06
87537,28.6,21.04
88239,27.6,21.03
88941,27.6,21.00
89643,27.6,20.98
90345,27.6,20.96
91047,28.6,20.94
91749,27.6,20.92
92451,27.6,20.90
93153,27.6,20.87
93855,27.6,20.85
94557,27.6,20.83
95259,27.6,20.81
95961,27.6,20.79
96663,27.6,20.76
97365,27.6,20.74
98067,27.6,20.72
98769,27.6,20.70
99471,27.6,20.68
100173,27.6,20.66
100875,27.6,20.64
101577,27.6,20.62
102279,28.6,20.60
102981,27.6,20.58
103683,27.6,20.56
104385,27.6,20.54
105087,27.6,20.51
105789,27.6,20.49
106491,27.6,20.47
107193,27.6,20.45
107895,27.6,20.43
108597,27.6,20.41
109299,27.6,20.38
110001,27.6,20.36
110703,27.6,20.34
111405,27.6,20.32
