--- Terminal on /dev/ttyACM1 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
aw_m,die_c,amb_c
5594208,-7.8651,35.3,25.44
5594929,-7.8651,34.3,25.44
5595650,-7.8651,34.3,25.44
5596371,-7.8651,34.3,25.43
5597092,-7.8651,34.3,25.42
5597813,-7.8651,34.3,25.42
5598534,-7.8651,34.3,25.42
5599255,-7.8651,34.3,25.42
5599976,-7.8651,34.3,25.41
5600697,-7.8651,35.3,25.41
5601418,-7.8651,35.3,25.41
5602139,-7.8651,35.3,25.41
5602860,-7.8651,35.3,25.41
5603581,-7.8651,35.3,25.41
5604302,-7.8651,35.3,25.40
5605023,-7.8651,35.3,25.40
5605744,-7.8651,35.3,25.39
5606465,-7.8651,35.3,25.40
5607186,-7.8651,35.3,25.39
5607907,-6.8284,35.3,25.39
5608628,-7.6172,35.3,25.39
5609349,-6.7834,35.3,25.38
5610070,-6.7608,35.3,25.38
5610791,-7.0538,34.3,25.38
5611512,-7.1890,35.3,25.38
5612233,-7.2791,34.3,25.38
5612954,-7.5721,35.3,25.38
5613675,-7.5721,34.3,25.38
5614396,-6.8960,34.3,25.37
5615117,-6.8960,34.3,25.37
5615838,-7.0312,35.3,25.36
5616559,-6.9411,34.3,25.37
5617280,-6.8059,34.3,25.37
5618001,-7.4369,34.3,25.36
# [n=7700] mean=-6.3169 m  sigma=1.8593 m  die=34.3 C  CalVal=-39
5618722,-7.4369,34.3,25.36
5619443,-7.4369,34.3,25.35
5620164,-7.4369,34.3,25.35
5620885,-7.4369,34.3,25.35
5621606,-7.4369,34.3,25.35
5622327,-7.4369,34.3,25.35
5623048,-7.4369,34.3,25.35
5623769,-7.4369,34.3,25.35
5624490,-7.4369,34.3,25.34
5625211,-7.4369,34.3,25.34
5625932,-7.4369,34.3,25.33
5626653,-7.4369,34.3,25.34
5627374,-7.4369,34.3,25.33
5628095,-7.4369,34.3,25.33
5628816,-7.4369,34.3,25.33
5629537,-7.4369,34.3,25.32
5630258,-7.4369,34.3,25.32
5630979,-7.4369,34.3,25.32
5631700,-7.4369,34.3,25.32
5632421,-7.4369,34.3,25.31
5633142,-7.4369,34.3,25.32
5633863,-7.4369,34.3,25.31
5634584,-7.0989,34.3,25.30
5635305,-7.5496,34.3,25.31
5636026,-7.3468,34.3,25.30
5636747,-6.8960,34.3,25.30
5637468,-7.2115,34.3,25.30
5638189,-7.8200,34.3,25.30
5638910,-7.2791,34.3,25.30
5639631,-7.4369,34.3,25.30
5640352,-7.4820,34.3,25.29
5641073,-7.6848,34.3,25.29
5641794,-7.6397,34.3,25.29
5642515,-7.1214,34.3,25.29
5643236,-7.6397,34.3,25.28
5643957,-7.2341,34.3,25.28
5644678,-7.7524,34.3,25.28
5645399,-7.7524,34.3,25.28
5646120,-7.7524,35.3,25.27
5646841,-7.7524,34.3,25.27
5647562,-7.7524,34.3,25.27
5648283,-7.7524,34.3,25.26
5649004,-7.7524,34.3,25.27
5649725,-7.7524,35.3,25.27
5650446,-7.7524,35.3,25.26
5651167,-7.7524,35.3,25.26
5651888,-7.7524,35.3,25.26
5652609,-7.7524,35.3,25.25
5653330,-7.7524,35.3,25.25
5654051,-7.7524,34.3,25.25
5654772,-7.7524,34.3,25.25
5655493,-7.7524,34.3,25.25
5656214,-7.7524,34.3,25.24
5656935,-7.7524,34.3,25.24
5657656,-7.7524,34.3,25.24
5658377,-7.7524,34.3,25.24
5659098,-7.7524,34.3,25.24
5659819,-7.7524,34.3,25.23
5660540,-7.7524,34.3,25.23
5661261,-6.6481,34.3,25.23
5661982,-6.4228,35.3,25.23
5662703,-7.7073,34.3,25.23
5663424,-6.6707,34.3,25.23
5664145,-7.1439,34.3,25.22
5664866,-7.4369,34.3,25.22
5665587,-7.3017,34.3,25.22
5666308,-7.0087,34.3,25.21
5667029,-7.1890,34.3,25.21
5667750,-7.5721,34.3,25.20
5668471,-7.6172,34.3,25.21
5669192,-7.7975,34.3,25.20
5669913,-6.6707,34.3,25.20
5670634,-6.5355,34.3,25.20
5671355,-7.5947,34.3,25.19
5672076,-7.5947,34.3,25.19
5672797,-7.5947,34.3,25.19
5673518,-7.5947,34.3,25.19
5674239,-7.5947,34.3,25.19
5674960,-7.5947,34.3,25.18
5675681,-7.5947,34.3,25.18
5676402,-7.5947,34.3,25.18
5677123,-7.5947,34.3,25.18
5677844,-7.5947,34.3,25.17
5678565,-7.5947,34.3,25.18
5679286,-7.5947,34.3,25.17
5680007,-7.5947,34.3,25.17
5680728,-7.5947,34.3,25.17
5681449,-7.5947,34.3,25.17
5682170,-7.5947,34.3,25.17
5682891,-7.5947,34.3,25.17
5683612,-7.5947,34.3,25.16
5684333,-7.5947,34.3,25.16
5685054,-7.5947,34.3,25.16
5685775,-7.5947,34.3,25.16
5686496,-7.5947,34.3,25.16
5687217,-7.5947,34.3,25.16
5687938,-6.6256,34.3,25.15
5688659,-6.7834,34.3,25.15
5689380,-6.8735,34.3,25.14
5690101,-6.7383,34.3,25.15
# [n=7800] mean=-6.3317 m  sigma=1.8522 m  die=34.3 C  CalVal=-39
5690822,-6.8284,34.3,25.14
5691543,-6.8735,34.3,25.14
5692264,-6.6256,34.3,25.14
5692985,-7.1214,34.3,25.13
5693706,-7.7524,34.3,25.13
5694427,-6.8510,34.3,25.13
5695148,-6.8735,34.3,25.13
5695869,-7.1665,34.3,25.13
5696590,-7.0538,34.3,25.13
5697311,-7.9552,34.3,25.13
5698032,-6.7383,34.3,25.13
5698753,-6.7383,34.3,25.12
5699474,-6.7383,34.3,25.12
5700195,-6.7383,34.3,25.12
5700916,-6.7383,34.3,25.11
5701637,-6.7383,34.3,25.12
5702358,-6.7383,34.3,25.12
5703079,-6.7383,34.3,25.11
5703800,-6.7383,34.3,25.11
5704521,-6.7383,34.3,25.11
5705242,-6.7383,34.3,25.11
5705963,-6.7383,34.3,25.11
5706684,-6.7383,34.3,25.10
5707405,-6.7383,34.3,25.10
5708126,-6.7383,34.3,25.10
5708847,-6.7383,34.3,25.10
5709568,-6.7383,34.3,25.09
5710289,-6.7383,34.3,25.09
5711010,-6.7383,34.3,25.09
5711731,-6.7383,34.3,25.09
5712452,-6.7383,34.3,25.09
5713173,-6.7383,34.3,25.09
5713894,-6.7383,34.3,25.09
5714615,-6.6481,34.3,25.09
5715336,-6.5580,34.3,25.08
5716057,-7.4820,34.3,25.08
5716778,-7.6172,34.3,25.08
5717499,-7.5270,34.3,25.08
5718220,-6.9636,34.3,25.07
5718941,-7.0763,34.3,25.07
5719662,-7.4144,34.3,25.07
5720383,-6.8735,34.3,25.07
5721104,-7.5496,34.3,25.06
5721825,-6.6932,34.3,25.06
5722546,-7.4594,34.3,25.06
5723267,-6.8960,34.3,25.07
5723988,-7.3468,34.3,25.06
5724709,-6.8735,34.3,25.06
5725430,-6.8735,34.3,25.06
5726151,-6.8735,34.3,25.06
5726872,-6.8735,34.3,25.05
5727593,-6.8735,34.3,25.05
5728314,-6.8735,34.3,25.05
5729035,-6.8735,34.3,25.05
5729756,-6.8735,34.3,25.05
5730477,-6.8735,34.3,25.04
5731198,-6.8735,34.3,25.04
5731919,-6.8735,34.3,25.04
5732640,-6.8735,34.3,25.04
5733361,-6.8735,34.3,25.03
5734082,-6.8735,34.3,25.03
5734803,-6.8735,34.3,25.03
5735524,-6.8735,34.3,25.03
5736245,-6.8735,34.3,25.03
5736966,-6.8735,34.3,25.03
5737687,-6.8735,34.3,25.03
5738408,-6.8735,34.3,25.02
5739129,-6.8735,34.3,25.02
5739850,-6.8735,34.3,25.02
5740571,-6.8735,34.3,25.02
5741292,-7.4594,34.3,25.02
5742013,-7.6623,34.3,25.02
5742734,-6.9411,34.3,25.01
5743455,-7.7975,34.3,25.01
5744176,-6.8960,34.3,25.01
5744897,-7.6623,34.3,25.01
5745618,-7.0989,34.3,25.01
5746339,-7.2341,34.3,25.01
5747060,-7.2115,34.3,25.00
5747781,-7.5721,34.3,25.00
5748502,-6.7383,34.3,25.00
5749223,-6.6481,34.3,25.00
5749944,-7.6172,34.3,25.00
5750665,-7.7073,34.3,24.99
5751386,-7.2115,34.3,24.99
5752107,-7.2115,34.3,24.99
5752828,-7.2115,34.3,24.99
5753549,-7.2115,34.3,24.99
5754270,-7.2115,34.3,24.98
5754991,-7.2115,34.3,24.98
5755712,-7.2115,34.3,24.98
5756433,-7.2115,34.3,24.98
5757154,-7.2115,34.3,24.98
5757875,-7.2115,34.3,24.98
5758596,-7.2115,34.3,24.97
5759317,-7.2115,34.3,24.97
5760038,-7.2115,34.3,24.97
5760759,-7.2115,34.3,24.97
5761480,-7.2115,34.3,24.97
5762201,-7.2115,34.3,24.97
# [n=7900] mean=-6.3404 m  sigma=1.8424 m  die=34.3 C  CalVal=-39
5762922,-7.2115,34.3,24.97
5763643,-7.2115,34.3,24.96
5764364,-7.2115,34.3,24.96
5765085,-7.2115,34.3,24.96
5765806,-7.2115,34.3,24.96
5766527,-7.2115,34.3,24.95
5767248,-7.2115,34.3,24.95
5767969,-7.5045,34.3,24.95
5768690,-6.8284,34.3,24.95
5769411,-6.5129,34.3,24.94
5770132,-6.8510,34.3,24.94
5770853,-7.5045,34.3,24.94
5771574,-6.6481,35.3,24.94
5772295,-6.2200,34.3,24.94
5773016,-7.3242,34.3,24.94
5773737,-6.9636,34.3,24.94
5774458,-7.3918,34.3,24.93
5775179,-6.8059,34.3,24.93
5775900,-6.6707,34.3,24.93
5776621,-7.3918,34.3,24.93
5777342,-6.8284,34.3,24.92
5778063,-7.6623,34.3,24.93
5778784,-7.6623,34.3,24.92
5779505,-7.6623,34.3,24.92
5780226,-7.6623,34.3,24.92
5780947,-7.6623,34.3,24.92
5781668,-7.6623,34.3,24.92
5782389,-7.6623,34.3,24.92
5783110,-7.6623,34.3,24.91
5783831,-7.6623,34.3,24.91
5784552,-7.6623,34.3,24.91
5785273,-7.6623,34.3,24.91
5785994,-7.6623,34.3,24.90
5786715,-7.6623,34.3,24.91
5787436,-7.6623,34.3,24.90
5788157,-7.6623,34.3,24.90
5788878,-7.6623,34.3,24.90
5789599,-7.6623,34.3,24.89
5790320,-7.6623,34.3,24.89
5791041,-7.6623,34.3,24.89
5791762,-7.6623,34.3,24.89
5792483,-7.6623,34.3,24.89
5793204,-7.6623,34.3,24.89
5793925,-7.6623,34.3,24.89
5794646,-7.4369,34.3,24.89
5795367,-7.3918,34.3,24.89
5796088,-7.6848,34.3,24.89
5796809,-7.5496,34.3,24.88
5797530,-6.6256,34.3,24.88
5798251,-7.5721,34.3,24.88
5798972,-6.9862,34.3,24.88
5799693,-6.6481,34.3,24.87
5800414,-7.0989,34.3,24.87
5801135,-7.7524,34.3,24.87
5801856,-6.5129,34.3,24.87
5802577,-6.6256,34.3,24.87
5803298,-7.5270,34.3,24.87
5804019,-6.8735,34.3,24.87
5804740,-6.8510,34.3,24.86
5805461,-6.8510,34.3,24.86
5806182,-6.8510,34.3,24.86
5806903,-6.8510,34.3,24.86
5807624,-6.8510,34.3,24.86
5808345,-6.8510,34.3,24.85
5809066,-6.8510,34.3,24.86
5809787,-6.8510,34.3,24.86
5810508,-6.8510,34.3,24.85
5811229,-6.8510,34.3,24.85
5811950,-6.8510,34.3,24.85
5812671,-6.8510,34.3,24.85
5813392,-6.8510,34.3,24.84
5814113,-6.8510,34.3,24.84
5814834,-6.8510,34.3,24.84
5815555,-6.8510,34.3,24.84
5816276,-6.8510,34.3,24.84
5816997,-6.8510,34.3,24.83
5817718,-6.8510,34.3,24.83
5818439,-6.8510,34.3,24.83
5819160,-6.8510,34.3,24.83
5819881,-6.8510,34.3,24.83
5820602,-6.8510,34.3,24.83
5821323,-6.9862,34.3,24.83
5822044,-6.7834,34.3,24.83
5822765,-6.5355,34.3,24.82
5823486,-7.0538,34.3,24.82
5824207,-6.7834,34.3,24.82
5824928,-7.0763,34.3,24.82
5825649,-6.3777,34.3,24.81
5826370,-7.0087,34.3,24.82
5827091,-7.3468,34.3,24.81
5827812,-6.7383,34.3,24.82
5828533,-6.6707,34.3,24.81
5829254,-7.1890,34.3,24.81
5829975,-7.6623,34.3,24.81
5830696,-6.5805,34.3,24.80
5831417,-7.1439,34.3,24.80
5832138,-7.1439,34.3,24.80
5832859,-7.1439,34.3,24.80
5833580,-7.1439,34.3,24.79
5834301,-7.1439,34.3,24.80
# [n=8000] mean=-6.3504 m  sigma=1.8336 m  die=34.3 C  CalVal=-39
5835022,-7.1439,34.3,24.79
5835743,-7.1439,34.3,24.80
5836464,-7.1439,34.3,24.79
5837185,-7.1439,34.3,24.79
5837906,-7.1439,34.3,24.79
5838627,-7.1439,34.3,24.78
5839348,-7.1439,34.3,24.79
5840069,-7.1439,34.3,24.78
5840790,-7.1439,34.3,24.78
5841511,-7.1439,34.3,24.78
5842232,-7.1439,34.3,24.78
5842953,-7.1439,34.3,24.78
5843674,-7.1439,34.3,24.78
5844395,-7.1439,34.3,24.77
5845116,-7.1439,34.3,24.77
5845837,-7.1439,34.3,24.77
5846558,-7.1439,34.3,24.77
5847279,-7.1439,34.3,24.77
5848000,-6.4904,34.3,24.77
5848721,-7.4594,34.3,24.76
5849442,-7.3693,34.3,24.76
5850163,-6.6481,34.3,24.77
5850884,-7.6623,34.3,24.76
5851605,-7.2115,34.3,24.76
5852326,-6.4002,34.3,24.76
5853047,-7.4820,34.3,24.76
5853768,-7.5270,34.3,24.76
5854489,-6.8960,34.3,24.76
5855210,-7.5721,34.3,24.75
5855931,-6.4453,34.3,24.75
5856652,-6.2650,34.3,24.75
5857373,-6.6481,34.3,24.75
5858094,-6.8059,34.3,24.75
5858815,-6.8059,34.3,24.75
5859536,-6.8059,34.3,24.74
5860257,-6.8059,34.3,24.75
5860978,-6.8059,34.3,24.74
5861699,-6.8059,34.3,24.74
5862420,-6.8059,34.3,24.74
5863141,-6.8059,34.3,24.74
5863862,-6.8059,34.3,24.74
5864583,-6.8059,34.3,24.73
5865304,-6.8059,34.3,24.74
5866025,-6.8059,34.3,24.73
5866746,-6.8059,34.3,24.73
5867467,-6.8059,34.3,24.73
5868188,-6.8059,34.3,24.73
5868909,-6.8059,34.3,24.72
5869630,-6.8059,34.3,24.72
5870351,-6.8059,34.3,24.72
5871072,-6.8059,34.3,24.72
5871793,-6.8059,33.3,24.72
5872514,-6.8059,34.3,24.72
5873235,-6.8059,34.3,24.72
5873956,-6.8059,34.3,24.71
5874677,-7.3918,34.3,24.71
5875398,-7.7299,34.3,24.71
5876119,-7.4144,34.3,24.71
5876840,-7.0312,34.3,24.71
5877561,-7.6397,34.3,24.71
5878282,-7.6848,34.3,24.70
5879003,-7.5947,34.3,24.70
5879724,-6.9636,34.3,24.70
5880445,-7.7299,34.3,24.70
5881166,-6.6707,34.3,24.70
5881887,-7.7073,34.3,24.70
5882608,-7.6623,34.3,24.70
5883329,-7.4144,34.3,24.70
5884050,-6.9862,34.3,24.69
5884771,-7.1665,34.3,24.70
5885492,-7.1665,34.3,24.69
5886213,-7.1665,34.3,24.69
5886934,-7.1665,34.3,24.68
5887655,-7.1665,34.3,24.68
5888376,-7.1665,34.3,24.69
5889097,-7.1665,34.3,24.68
5889818,-7.1665,34.3,24.68
5890539,-7.1665,34.3,24.68
5891260,-7.1665,34.3,24.68
5891981,-7.1665,34.3,24.68
5892702,-7.1665,34.3,24.68
5893423,-7.1665,34.3,24.68
5894144,-7.1665,34.3,24.67
5894865,-7.1665,34.3,24.67
5895586,-7.1665,34.3,24.67
5896307,-7.1665,34.3,24.67
5897028,-7.1665,34.3,24.67
5897749,-7.1665,34.3,24.67
5898470,-7.1665,34.3,24.66
5899191,-7.1665,34.3,24.67
5899912,-7.1665,34.3,24.66
5900633,-7.1665,34.3,24.66
5901354,-7.2791,34.3,24.66
5902075,-7.3918,34.3,24.65
5902796,-6.8735,34.3,24.65
5903517,-7.9552,34.3,24.65
5904238,-7.4144,34.3,24.65
5904959,-7.6848,34.3,24.65
5905680,-6.9862,34.3,24.65
5906401,-7.0763,34.3,24.65
# [n=8100] mean=-6.3597 m  sigma=1.8244 m  die=34.3 C  CalVal=-39
5907122,-7.6172,34.3,24.64
5907843,-6.7157,34.3,24.64
5908564,-6.8960,34.3,24.64
5909285,-6.8960,34.3,24.64
5910006,-6.8510,34.3,24.64
5910727,-7.6172,34.3,24.64
5911448,-7.2566,34.3,24.63
5912169,-7.2566,34.3,24.63
5912890,-7.2566,34.3,24.63
5913611,-7.2566,34.3,24.63
5914332,-7.2566,34.3,24.63
5915053,-7.2566,34.3,24.62
5915774,-7.2566,34.3,24.63
5916495,-7.2566,34.3,24.62
5917216,-7.2566,34.3,24.62
5917937,-7.2566,34.3,24.62
5918658,-7.2566,34.3,24.61
5919379,-7.2566,34.3,24.62
5920100,-7.2566,34.3,24.61
5920821,-7.2566,34.3,24.62
5921542,-7.2566,34.3,24.61
5922263,-7.2566,34.3,24.61
5922984,-7.2566,34.3,24.61
5923705,-7.2566,34.3,24.61
5924426,-7.2566,34.3,24.61
5925147,-7.2566,34.3,24.61
5925868,-7.2566,34.3,24.61
5926589,-7.2566,34.3,24.61
5927310,-7.2566,34.3,24.61
5928031,-6.7157,34.3,24.60
5928752,-7.2791,34.3,24.60
5929473,-6.8284,34.3,24.60
5930194,-7.8876,34.3,24.60
5930915,-6.7608,34.3,24.60
5931636,-7.1665,34.3,24.60
5932357,-6.5805,34.3,24.60
5933078,-7.5045,34.3,24.59
5933799,-6.5129,34.3,24.59
5934520,-7.4144,34.3,24.59
5935241,-6.7383,34.3,24.59
5935962,-6.6932,34.3,24.59
5936683,-7.4369,34.3,24.59
5937404,-7.7299,34.3,24.58
5938125,-7.3242,34.3,24.58
5938846,-7.3242,34.3,24.58
5939567,-7.3242,34.3,24.58
5940288,-7.3242,34.3,24.58
5941009,-7.3242,34.3,24.58
5941730,-7.3242,34.3,24.58
5942451,-7.3242,34.3,24.58
5943172,-7.3242,34.3,24.57
5943893,-7.3242,34.3,24.57
5944614,-7.3242,34.3,24.57
5945335,-7.3242,34.3,24.57
5946056,-7.3242,34.3,24.57
5946777,-7.3242,34.3,24.57
5947498,-7.3242,34.3,24.57
5948219,-7.3242,34.3,24.57
5948940,-7.3242,34.3,24.57
5949661,-7.3242,34.3,24.57
5950382,-7.3242,34.3,24.56
5951103,-7.3242,34.3,24.56
5951824,-7.3242,34.3,24.56
5952545,-7.3242,34.3,24.56
5953266,-7.3242,34.3,24.56
5953987,-7.3242,34.3,24.56
5954708,-6.5805,34.3,24.55
5955429,-7.1214,34.3,24.55
5956150,-7.1439,34.3,24.55
5956871,-7.4369,34.3,24.55
5957592,-7.2791,34.3,24.55
5958313,-7.6623,34.3,24.55
5959034,-7.5947,34.3,24.55
5959755,-7.4594,34.3,24.55
5960476,-6.8059,34.3,24.54
5961197,-6.7383,34.3,24.55
5961918,-7.5721,34.3,24.55
5962639,-7.6397,34.3,24.54
5963360,-6.9636,34.3,24.54
5964081,-7.1665,34.3,24.54
5964802,-6.9411,34.3,24.54
5965523,-6.9411,34.3,24.54
5966244,-6.9411,34.3,24.54
5966965,-6.9411,34.3,24.53
5967686,-6.9411,34.3,24.53
5968407,-6.9411,34.3,24.53
5969128,-6.9411,34.3,24.53
5969849,-6.9411,34.3,24.53
5970570,-6.9411,34.3,24.53
5971291,-6.9411,34.3,24.53
5972012,-6.9411,34.3,24.53
5972733,-6.9411,34.3,24.53
5973454,-6.9411,34.3,24.53
5974175,-6.9411,34.3,24.52
5974896,-6.9411,34.3,24.52
5975617,-6.9411,34.3,24.52
5976338,-6.9411,34.3,24.52
5977059,-6.9411,34.3,24.52
5977780,-6.9411,34.3,24.52
5978501,-6.9411,34.3,24.52
# [n=8200] mean=-6.3696 m  sigma=1.8157 m  die=34.3 C  CalVal=-39
5979222,-6.9411,34.3,24.52
5979943,-6.9411,34.3,24.51
5980664,-6.9411,34.3,24.52
5981385,-6.5805,34.3,24.51
5982106,-7.0763,34.3,24.52
5982827,-7.5496,34.3,24.51
5983548,-7.1665,34.3,24.51
5984269,-7.4369,34.3,24.51
5984990,-6.7608,34.3,24.50
5985711,-6.2425,34.3,24.51
5986432,-7.3693,34.3,24.50
5987153,-6.9636,34.3,24.50
5987874,-7.6172,34.3,24.50
5988595,-7.5496,34.3,24.50
5989316,-6.9186,34.3,24.49
5990037,-7.0989,34.3,24.49
5990758,-7.1890,34.3,24.49
5991479,-6.8284,34.3,24.50
5992200,-6.8284,34.3,24.50
5992921,-6.8284,34.3,24.49
5993642,-6.8284,34.3,24.49
5994363,-6.8284,34.3,24.49
5995084,-6.8284,34.3,24.49
5995805,-6.8284,34.3,24.49
5996526,-6.8284,34.3,24.49
5997247,-6.8284,34.3,24.48
5997968,-6.8284,34.3,24.49
5998689,-6.8284,34.3,24.48
5999410,-6.8284,34.3,24.48
6000131,-6.8284,34.3,24.48
6000852,-6.8284,34.3,24.48
6001573,-6.8284,34.3,24.47
6002294,-6.8284,34.3,24.48
6003015,-6.8284,34.3,24.47
6003736,-6.8284,34.3,24.47
6004457,-6.8284,34.3,24.47
6005178,-6.8284,34.3,24.47
6005899,-6.8284,34.3,24.47
6006620,-6.8284,34.3,24.47
6007341,-5.9270,34.3,24.47
6008062,-7.2115,34.3,24.47
6008783,-6.5580,34.3,24.46
6009504,-6.5580,34.3,24.46
6010225,-6.9411,34.3,24.46
6010946,-7.5045,34.3,24.46
6011667,-7.5270,34.3,24.46
6012388,-7.5496,34.3,24.46
6013109,-7.3918,34.3,24.46
6013830,-7.5947,34.3,24.45
6014551,-7.3468,34.3,24.46
6015272,-7.6623,34.3,24.45
6015993,-7.4369,34.3,24.45
6016714,-7.1214,34.3,24.45
6017435,-6.7608,34.3,24.45
6018156,-6.7608,34.3,24.45
6018877,-6.7608,34.3,24.45
6019598,-6.7608,33.3,24.45
6020319,-6.7608,34.3,24.45
6021040,-6.7608,34.3,24.45
6021761,-6.7608,34.3,24.44
6022482,-6.7608,34.3,24.44
6023203,-6.7608,34.3,24.45
6023924,-6.7608,34.3,24.44
6024645,-6.7608,34.3,24.44
6025366,-6.7608,34.3,24.44
6026087,-6.7608,34.3,24.44
6026808,-6.7608,34.3,24.44
6027529,-6.7608,34.3,24.44
6028250,-6.7608,34.3,24.44
6028971,-6.7608,34.3,24.43
6029692,-6.7608,34.3,24.43
6030413,-6.7608,34.3,24.43
6031134,-6.7608,34.3,24.43
6031855,-6.7608,34.3,24.43
6032576,-6.7608,34.3,24.42
6033297,-6.7608,34.3,24.43
6034018,-6.4453,34.3,24.43
6034739,-6.5580,34.3,24.42
6035460,-7.3017,34.3,24.42
6036181,-6.7157,34.3,24.41
6036902,-7.1439,34.3,24.42
6037623,-7.1890,34.3,24.42
6038344,-6.7157,34.3,24.42
6039065,-7.3693,34.3,24.41
6039786,-7.8876,34.3,24.42
6040507,-7.0538,34.3,24.41
6041228,-6.7608,34.3,24.41
6041949,-7.2115,34.3,24.41
6042670,-7.2341,34.3,24.41
6043391,-7.3017,34.3,24.41
6044112,-6.5805,34.3,24.40
6044833,0.6986,34.3,24.40
6045554,0.6986,34.3,24.40
6046275,0.6986,34.3,24.40
6046996,0.6986,34.3,24.40
6047717,0.6986,34.3,24.40
6048438,0.6986,34.3,24.40
6049159,0.6986,34.3,24.40
6049880,0.6986,34.3,24.39
6050601,0.6986,34.3,24.39
# [n=8300] mean=-6.3682 m  sigma=1.8210 m  die=34.3 C  CalVal=-39
6051322,0.6986,34.3,24.40
6052043,0.6986,34.3,24.39
6052764,0.6986,34.3,24.39
6053485,0.6986,34.3,24.39
6054206,0.6986,33.3,24.39
6054927,0.6986,33.3,24.39
6055648,0.6986,34.3,24.39
6056369,0.6986,34.3,24.39
6057090,0.6986,34.3,24.38
6057811,0.6986,34.3,24.38
6058532,0.6986,34.3,24.38
6059253,0.6986,34.3,24.38
6059974,0.6986,34.3,24.38
6060695,-6.0847,34.3,24.38
6061416,-6.3552,34.3,24.38
6062137,-6.4678,34.3,24.38
6062858,-6.8284,34.3,24.37
6063579,-7.5496,34.3,24.37
6064300,-7.4820,34.3,24.37
6065021,-7.4369,33.3,24.38
6065742,-7.1439,34.3,24.38
6066463,-8.1130,34.3,24.37
6067184,-6.7383,33.3,24.37
6067905,-6.5355,34.3,24.37
6068626,-6.9862,34.3,24.37
6069347,-7.5496,33.3,24.37
6070068,-7.5045,34.3,24.37
6070789,-7.3242,33.3,24.36
6071510,-7.3242,34.3,24.37
6072231,-7.3242,34.3,24.36
6072952,-7.3242,34.3,24.36
6073673,-7.3242,34.3,24.36
6074394,-7.3242,34.3,24.35
6075115,-7.3242,34.3,24.36
6075836,-7.3242,34.3,24.35
6076557,-7.3242,34.3,24.36
6077278,-7.3242,34.3,24.36
6077999,-7.3242,33.3,24.35
6078720,-7.3242,34.3,24.35
6079441,-7.3242,34.3,24.35
6080162,-7.3242,34.3,24.35
6080883,-7.3242,34.3,24.35
6081604,-7.3242,34.3,24.34
6082325,-7.3242,34.3,24.35
6083046,-7.3242,34.3,24.35
6083767,-7.3242,34.3,24.35
6084488,-7.3242,34.3,24.35
6085209,-7.3242,34.3,24.34
6085930,-7.3242,34.3,24.35
6086651,-7.3242,34.3,24.34
6087372,-7.3017,34.3,24.34
6088093,-7.4144,34.3,24.34
6088814,-6.6031,34.3,24.34
6089535,-7.1214,34.3,24.33
6090256,-7.0087,34.3,24.34
6090977,-7.3242,34.3,24.33
6091698,-7.3017,34.3,24.33
6092419,-7.2566,33.3,24.33
6093140,-6.6256,34.3,24.33
6093861,-6.7834,33.3,24.33
6094582,-7.2115,33.3,24.32
6095303,-6.8510,34.3,24.33
6096024,-7.3242,34.3,24.33
6096745,-6.7383,34.3,24.33
6097466,-7.5947,34.3,24.32
6098187,-7.5947,33.3,24.32
6098908,-7.5947,34.3,24.32
6099629,-7.5947,33.3,24.32
6100350,-7.5947,34.3,24.32
6101071,-7.5947,34.3,24.32
6101792,-7.5947,34.3,24.32
6102513,-7.5947,34.3,24.32
6103234,-7.5947,34.3,24.32
6103955,-7.5947,34.3,24.31
6104676,-7.5947,34.3,24.31
6105397,-7.5947,34.3,24.31
6106118,-7.5947,34.3,24.31
6106839,-7.5947,34.3,24.30
6107560,-7.5947,34.3,24.30
6108281,-7.5947,34.3,24.31
6109002,-7.5947,34.3,24.30
6109723,-7.5947,34.3,24.30
6110444,-7.5947,34.3,24.30
6111165,-7.5947,34.3,24.30
6111886,-7.5947,34.3,24.31
6112607,-7.5947,34.3,24.30
6113328,-7.5947,33.3,24.29
6114049,-6.4002,34.3,24.30
6114770,-7.4369,34.3,24.29
6115491,-7.3468,34.3,24.29
6116212,-7.5045,33.3,24.29
6116933,-7.5270,34.3,24.29
6117654,-6.8735,33.3,24.29
6118375,-6.8510,34.3,24.29
6119096,-6.8510,34.3,24.29
6119817,-7.1214,34.3,24.29
6120538,-7.3918,34.3,24.28
6121259,-7.4144,34.3,24.29
6121980,-6.7834,34.3,24.29
6122701,-7.2566,34.3,24.29
# [n=8400] mean=-6.3668 m  sigma=1.8341 m  die=34.3 C  CalVal=-39
6123422,-6.6031,34.3,24.29
6124143,-7.7073,34.3,24.29
6124864,-7.7073,34.3,24.29
6125585,-7.7073,34.3,24.28
6126306,-7.7073,34.3,24.28
6127027,-7.7073,34.3,24.28
6127748,-7.7073,34.3,24.28
6128469,-7.7073,34.3,24.27
6129190,-7.7073,34.3,24.28
6129911,-7.7073,34.3,24.27
6130632,-7.7073,33.3,24.28
6131353,-7.7073,34.3,24.27
6132074,-7.7073,34.3,24.27
6132795,-7.7073,34.3,24.27
6133516,-7.7073,34.3,24.27
